source_file,source_sheet,source_row_index,project_ean,project_name_raw,bid_schedule_type,line_no,bidder_name_raw,item_description_raw,columns_with_ref
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),128,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),128,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),128,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),128,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),128,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),129,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),129,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),129,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),129,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),129,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),129,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),129,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),130,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),130,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),130,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),130,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),130,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),130,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),130,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),131,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),131,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),131,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),131,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),131,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),131,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),131,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),132,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),132,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),132,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),132,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),132,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),132,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),132,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),133,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),133,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),133,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),133,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),133,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),133,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),133,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),134,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),134,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),134,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),134,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),134,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),134,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),134,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),135,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),135,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),135,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),135,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),135,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),135,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),135,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),136,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),136,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),136,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),136,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),136,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),136,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),136,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),137,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),137,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),137,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),137,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),137,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),137,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),137,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),138,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),138,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),138,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),138,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),138,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),138,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),138,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),139,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),139,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),139,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),139,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),139,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),139,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),139,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),140,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),140,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),140,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),140,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),140,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),140,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),140,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),141,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,,Engineer's Estimate,Total Amount Bid Schedule A,schedule_total_raw
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),141,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,,"Goodfella Bros., Inc.",Total Amount Bid Schedule A,schedule_total_raw
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),141,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,,"K&E Excavating, Inc.",Total Amount Bid Schedule A,schedule_total_raw
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),141,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,,"Kerr Contractors Oregon, Inc.",Total Amount Bid Schedule A,schedule_total_raw
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),141,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,,Kodiak Pacific Construction,Total Amount Bid Schedule A,schedule_total_raw
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),141,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,,Nutter Corp.,Total Amount Bid Schedule A,schedule_total_raw
PDX_15D147BidTab.xlsx,Bid Tab A (FAA),141,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,,Wildish Standard Paving Co.,Total Amount Bid Schedule A,schedule_total_raw
PDX_15D147BidTab.xlsx,Bid Tab B (Port),12,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab B (Port),12,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab B (Port),12,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab B (Port),12,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab B (Port),12,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab B (Port),12,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab B (Port),12,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab B (Port),13,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab B (Port),13,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Goodfella Bros., Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab B (Port),13,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"K&E Excavating, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab B (Port),13,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,"Kerr Contractors Oregon, Inc.",#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab B (Port),13,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Kodiak Pacific Construction,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab B (Port),13,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Nutter Corp.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab B (Port),13,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Wildish Standard Paving Co.,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
PDX_15D147BidTab.xlsx,Bid Tab B (Port),14,2015D147,TAXIWAY B CENTER AND EXITS REHABILITATION 0,BASE,#REF!,Engineer's Estimate,#REF!,"line_no,item_description_raw,quantity_raw,unit_code_raw,total_price_raw"
