source_file,source_sheet,project_ean,solicitation_no,letting_date,bid_schedule_name,bid_schedule_type,bid_schedule_code,bidder_name_raw,bidder_name_canonical,bidder_type,sum_line_total_price,sum_line_total_price_calc,line_item_count,missing_total_price_count,missing_unit_price_count,schedule_total,delta_total_price,delta_total_price_calc,delta_abs,delta_pct,tolerance_amount_used,tolerance_pct_used,within_tolerance,suspected_root_cause
PDX_2023D011.xlsx,Base Bid Tabulation,2023D011,2023-10218,2025-01-14,Base Bid Tabulation,BASE,,"Kerr Contractors Oregon, LLC",KERR CONTRACTORS OREGON LLC,CONTRACTOR,9285859.15,9285859.15,69,0,0,9285859.149999999,1.862645149230957e-09,1.862645149230957e-09,1.862645149230957e-09,2.0058942518323222e-16,5.0,0.02,True,OTHER
PDX_2023D011.xlsx,Base Bid Tabulation,2023D011,2023-10218,2025-01-14,Base Bid Tabulation,BASE,,"Tapani, Inc.",TAPANI INC.,CONTRACTOR,8991000.0,8991000.0,69,0,0,8991000.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D016.xlsx,Alternate Bid Tabulation,2023D016,2025-12566,2025-12-19,Alternate Bid Tabulation,ALTERNATE,ALT_BID,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,268712.5,268712.5,9,0,0,7882978.0,-7614265.5,-7614265.5,7614265.5,0.965912311311791,5.0,0.02,False,OTHER
PDX_2023D016.xlsx,Alternate Bid Tabulation,2023D016,2025-12566,2025-12-19,Alternate Bid Tabulation,ALTERNATE,ALT_BID,"K&E Excavating, Inc.",K&E EXCAVATING INC.,CONTRACTOR,218040.4,218040.4,9,0,0,7666817.4,-7448777.0,-7448777.0,7448777.0,0.9715605069712498,5.0,0.02,False,OTHER
PDX_2023D016.xlsx,Alternate Bid Tabulation,2023D016,2025-12566,2025-12-19,Alternate Bid Tabulation,ALTERNATE,ALT_BID,"Kerr Contractors Oregon, LLC",KERR CONTRACTORS OREGON LLC,CONTRACTOR,168668.55,168668.55,9,0,0,6297839.55,-6129171.0,-6129171.0,6129171.0,0.9732180299829963,5.0,0.02,False,OTHER
PDX_2023D016.xlsx,Alternate Bid Tabulation,2023D016,2025-12566,2025-12-19,Alternate Bid Tabulation,ALTERNATE,ALT_BID,Kodiak Pacific Construction,KODIAK PACIFIC CONSTRUCTION,CONTRACTOR,211109.0,211109.0,9,0,0,6799156.0,-6588047.0,-6588047.0,6588047.0,0.9689507050580984,5.0,0.02,False,OTHER
PDX_2023D016.xlsx,Alternate Bid Tabulation,2023D016,2025-12566,2025-12-19,Alternate Bid Tabulation,ALTERNATE,ALT_BID,Tapani Inc.,TAPANI INC.,CONTRACTOR,332136.25,332136.25,9,0,0,6956929.25,-6624793.0,-6624793.0,6624793.0,0.9522582107615942,5.0,0.02,False,OTHER
PDX_2023D016.xlsx,Alternate Bid Tabulation,2023D016,2025-12566,2025-12-19,Alternate Bid Tabulation,ALTERNATE,ALT_BID,Western United Civil Group LLC,WESTERN UNITED CIVIL GROUP LLC,CONTRACTOR,237385.25,237385.25,9,0,0,6774984.25,-6537599.0,-6537599.0,6537599.0,0.964961505261064,5.0,0.02,False,OTHER
PDX_2023D016.xlsx,Base Bid Tabulation,2023D016,2025-12566,2025-12-19,Base Bid Tabulation,BASE,,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,7614265.5,7614265.5,61,0,0,7614265.5,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D016.xlsx,Base Bid Tabulation,2023D016,2025-12566,2025-12-19,Base Bid Tabulation,BASE,,"K&E Excavating, Inc.",K&E EXCAVATING INC.,CONTRACTOR,7448777.0,7448777.0,61,0,0,7448777.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D016.xlsx,Base Bid Tabulation,2023D016,2025-12566,2025-12-19,Base Bid Tabulation,BASE,,"Kerr Contractors Oregon, LLC",KERR CONTRACTORS OREGON LLC,CONTRACTOR,6129171.0,6129171.0,61,0,0,6129171.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D016.xlsx,Base Bid Tabulation,2023D016,2025-12566,2025-12-19,Base Bid Tabulation,BASE,,Kodiak Pacific Construction,KODIAK PACIFIC CONSTRUCTION,CONTRACTOR,6588047.0,6588047.0,61,0,0,6588047.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D016.xlsx,Base Bid Tabulation,2023D016,2025-12566,2025-12-19,Base Bid Tabulation,BASE,,Tapani Inc.,TAPANI INC.,CONTRACTOR,6624793.0,6624793.0,61,0,0,6624793.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D016.xlsx,Base Bid Tabulation,2023D016,2025-12566,2025-12-19,Base Bid Tabulation,BASE,,Western United Civil Group LLC,WESTERN UNITED CIVIL GROUP LLC,CONTRACTOR,6537599.0,6537599.0,61,0,0,6537599.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D028.xlsx,Bid Tabulation,2023D028,2024-10569,2025-02-09,Bid Tabulation,BASE,,"Brix Paving Northwest, Inc.",BRIX PAVING NORTHWEST INC.,CONTRACTOR,883359.0,883359.0,22,0,0,883359.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D028.xlsx,Bid Tabulation,2023D028,2024-10569,2025-02-09,Bid Tabulation,BASE,,Dirt & Aggregate Interchange,DIRT & AGGREGATE INTERCHANGE,CONTRACTOR,1036363.0,1036363.0,22,0,0,1036363.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D028.xlsx,Bid Tabulation,2023D028,2024-10569,2025-02-09,Bid Tabulation,BASE,,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,1061560.0,1061560.0,22,0,0,1061560.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D028.xlsx,Bid Tabulation,2023D028,2024-10569,2025-02-09,Bid Tabulation,BASE,,"Kerr Contractors Oregon, LLC",KERR CONTRACTORS OREGON LLC,CONTRACTOR,924030.0,924030.0,22,0,0,924030.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D028.xlsx,Bid Tabulation,2023D028,2024-10569,2025-02-09,Bid Tabulation,BASE,,Knife River Corporation - Northwest,KNIFE RIVER CORPORATION - NORTHWEST,CONTRACTOR,837843.5,837843.5,22,0,0,837843.5,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D028.xlsx,Bid Tabulation,2023D028,2024-10569,2025-02-09,Bid Tabulation,BASE,,Kodiak Pacific Construction,KODIAK PACIFIC CONSTRUCTION,CONTRACTOR,790790.0,790790.0,22,0,0,790790.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2023D028.xlsx,Bid Tabulation,2023D028,2024-10569,2025-02-09,Bid Tabulation,BASE,,"Pacific Excavation, Inc.",PACIFIC EXCAVATION INC.,CONTRACTOR,997000.0,997000.0,22,0,0,997000.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2024D016 - Bid Set Bid Tab.xlsx,Bid Tabulation,2024D016,2025-12724,2026-01-07,Bid Tabulation,BASE,,Apex Mechanical LLC,APEX MECHANICAL LLC,CONTRACTOR,4249540.755,4249540.755,34,0,0,4249540.754999999,9.313225746154785e-10,9.313225746154785e-10,9.313225746154785e-10,2.1915840518053315e-16,5.0,0.02,True,OTHER
PDX_2024D016 - Bid Set Bid Tab.xlsx,Bid Tabulation,2024D016,2025-12724,2026-01-07,Bid Tabulation,BASE,,Coffman Excavation,COFFMAN EXCAVATION,CONTRACTOR,3725047.1,3725047.1,34,0,0,3725047.1,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2024D016 - Bid Set Bid Tab.xlsx,Bid Tabulation,2024D016,2025-12724,2026-01-07,Bid Tabulation,BASE,,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,3750841.7,3750841.7,34,0,0,3750841.7,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2024D016 - Bid Set Bid Tab.xlsx,Bid Tabulation,2024D016,2025-12724,2026-01-07,Bid Tabulation,BASE,,Goodfellow Bros. LLC,GOODFELLOW BROS LLC,CONTRACTOR,4508106.5,4508106.5,34,0,0,4508106.5,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2024D016 - Bid Set Bid Tab.xlsx,Bid Tabulation,2024D016,2025-12724,2026-01-07,Bid Tabulation,BASE,,"Interlaken, Inc.",INTERLAKEN INC.,CONTRACTOR,4186136.0,4186136.0,34,0,0,4186136.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2024D016 - Bid Set Bid Tab.xlsx,Bid Tabulation,2024D016,2025-12724,2026-01-07,Bid Tabulation,BASE,,"K&E Excavating, Inc.",K&E EXCAVATING INC.,CONTRACTOR,3389211.5,3389211.5,34,0,0,3389211.5,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2024D016 - Bid Set Bid Tab.xlsx,Bid Tabulation,2024D016,2025-12724,2026-01-07,Bid Tabulation,BASE,,"Kerr Contractors Oregon, LLC",KERR CONTRACTORS OREGON LLC,CONTRACTOR,4894385.3,4894385.3,34,0,0,4894385.3,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2024D016 - Bid Set Bid Tab.xlsx,Bid Tabulation,2024D016,2025-12724,2026-01-07,Bid Tabulation,BASE,,"Landis+Landis Construction, LLC",LANDIS+LANDIS CONSTRUCTION LLC,CONTRACTOR,4444240.2,4444240.2,34,0,0,4444240.2,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2024D016 - Bid Set Bid Tab.xlsx,Bid Tabulation,2024D016,2025-12724,2026-01-07,Bid Tabulation,BASE,,MJ Hughes Construction,MJ HUGHES CONSTRUCTION,CONTRACTOR,4826299.0,4826299.0,34,0,0,4826299.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2024D016 - Bid Set Bid Tab.xlsx,Bid Tabulation,2024D016,2025-12724,2026-01-07,Bid Tabulation,BASE,,"Moore Excavation, Inc.",MOORE EXCAVATION INC.,CONTRACTOR,3317066.0,3317066.0,34,0,0,3317066.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2024D016 - Bid Set Bid Tab.xlsx,Bid Tabulation,2024D016,2025-12724,2026-01-07,Bid Tabulation,BASE,,Nutter Corporation,NUTTER CORPORATION,CONTRACTOR,2940525.0,2940525.0,34,0,0,2940525.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2024D016 - Bid Set Bid Tab.xlsx,Bid Tabulation,2024D016,2025-12724,2026-01-07,Bid Tabulation,BASE,,Tapani Inc.,TAPANI INC.,CONTRACTOR,3079845.8,3079845.8,34,0,0,3079845.8,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2024D045.xlsx,Bid Tabulation,2024D045,2024-10691,2025-03-19,Bid Tabulation,BASE,,"Acme Concrete Paving, Inc.",ACME CONCRETE PAVING INC.,CONTRACTOR,1347131.5,1347131.5,13,0,0,1347131.5,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2024D045.xlsx,Bid Tabulation,2024D045,2024-10691,2025-03-19,Bid Tabulation,BASE,,"C.R. Contracting, LLC",C.R CONTRACTING LLC,CONTRACTOR,681107.1,681107.1,13,0,0,681107.1,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2024D045.xlsx,Bid Tabulation,2024D045,2024-10691,2025-03-19,Bid Tabulation,BASE,,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,991760.0,991760.0,13,0,0,991760.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
PDX_2024D045.xlsx,Bid Tabulation,2024D045,2024-10691,2025-03-19,Bid Tabulation,BASE,,"Pullman SST, Inc.",PULLMAN SST INC.,CONTRACTOR,945062.7,0.0,13,0,13,945062.7000000001,-1.1641532182693481e-10,-945062.7000000001,1.1641532182693481e-10,1.2318264367743515e-16,5.0,0.02,True,PLACEHOLDERS
PDX_2024D045.xlsx,Bid Tabulation,2024D045,2024-10691,2025-03-19,Bid Tabulation,BASE,,Roger Langeliers Construction Co.,ROGER LANGELIERS CONSTRUCTION CO.,CONTRACTOR,697331.7999999999,697331.7999999999,13,0,0,697331.7999999999,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
T5 Berth 503 Rehab Bid Tab.xlsx,Bid Tabulation,2021D025,2022-9690,2026-01-20,Bid Tabulation,BASE,,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,3787247.2,3787247.2,25,0,0,3787247.2,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
T5 Berth 503 Rehab Bid Tab.xlsx,Bid Tabulation,2021D025,2022-9690,2026-01-20,Bid Tabulation,BASE,,Hamilton Construction Co.,HAMILTON CONSTRUCTION CO.,CONTRACTOR,5839225.0,5839225.0,25,0,0,5839225.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
T5 Berth 503 Rehab Bid Tab.xlsx,Bid Tabulation,2021D025,2022-9690,2026-01-20,Bid Tabulation,BASE,,Stellar J Corporation,STELLAR J CORPORATION,CONTRACTOR,5633570.0,5633570.0,25,0,0,5633570.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
TTD Runway 25 Bid Tab.xlsx,Bid Tabulation,2021D017,2022-8514,2025-04-08,Bid Tabulation,BASE,,"C.R. Contracting, LLC",C.R CONTRACTING LLC,CONTRACTOR,624650.51,624650.51,28,0,0,624650.51,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
TTD Runway 25 Bid Tab.xlsx,Bid Tabulation,2021D017,2022-8514,2025-04-08,Bid Tabulation,BASE,,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,740698.0,740698.0,28,0,0,740698.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
TTD Runway 25 Bid Tab.xlsx,Bid Tabulation,2021D017,2022-8514,2025-04-08,Bid Tabulation,BASE,,Granite Construction Company,GRANITE CONSTRUCTION COMPANY,CONTRACTOR,873222.22,873222.22,28,0,0,873222.22,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
Taxiway T Bid Tab.xlsx,Bid Tab Schedule A,2018D027,2019-8247,2020-01-16,Bid Tab Schedule A,BASE,,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,4560860.5,4560860.5,66,0,0,4560860.5,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
Taxiway T Bid Tab.xlsx,Bid Tab Schedule A,2018D027,2019-8247,2020-01-16,Bid Tab Schedule A,BASE,,"K&E Excavating, Inc.",K&E EXCAVATING INC.,CONTRACTOR,5344757.8,5344757.8,66,0,0,5344757.8,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
Taxiway T Bid Tab.xlsx,Bid Tab Schedule A,2018D027,2019-8247,2020-01-16,Bid Tab Schedule A,BASE,,Kerr Contractors Oregon LLC,KERR CONTRACTORS OREGON LLC,CONTRACTOR,4584205.0,4584205.0,66,0,0,4584205.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
Taxiway T Bid Tab.xlsx,Bid Tab Schedule A,2018D027,2019-8247,2020-01-16,Bid Tab Schedule A,BASE,,Kodiak Pacific Construction,KODIAK PACIFIC CONSTRUCTION,CONTRACTOR,5787969.0,5787969.0,66,0,0,5787969.0,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
Taxiway T Bid Tab.xlsx,Bid Tab Schedule A,2018D027,2019-8247,2020-01-16,Bid Tab Schedule A,BASE,,Nutter Corporation,NUTTER CORPORATION,CONTRACTOR,5063878.22,5063878.22,66,0,0,5063878.220000001,-9.313225746154785e-10,-9.313225746154785e-10,9.313225746154785e-10,1.8391488384084372e-16,5.0,0.02,True,OTHER
Taxiway T Bid Tab.xlsx,Bid Tab Schedule A,2018D027,2019-8247,2020-01-16,Bid Tab Schedule A,BASE,,"Tapani, Inc.",TAPANI INC.,CONTRACTOR,4473275.5,4473275.5,66,0,0,4473275.5,0.0,0.0,0.0,0.0,5.0,0.02,True,OTHER
Taxiway T Bid Tab.xlsx,Bid Tab Schedule B,2018D027,2019-8247,2020-01-16,Bid Tab Schedule B,BASE,,Engineer's Estimate,ENGINEER'S ESTIMATE,ENGINEERS_ESTIMATE,3795745.75,3795745.75,43,0,0,8356606.25,-4560860.5,-4560860.5,4560860.5,0.5457790355983327,5.0,0.02,False,OTHER
Taxiway T Bid Tab.xlsx,Bid Tab Schedule B,2018D027,2019-8247,2020-01-16,Bid Tab Schedule B,BASE,,"K&E Excavating, Inc.",K&E EXCAVATING INC.,CONTRACTOR,4832397.5,4832397.5,43,0,0,10177155.3,-5344757.800000001,-5344757.800000001,5344757.800000001,0.5251720782918583,5.0,0.02,False,OTHER
Taxiway T Bid Tab.xlsx,Bid Tab Schedule B,2018D027,2019-8247,2020-01-16,Bid Tab Schedule B,BASE,,Kerr Contractors Oregon LLC,KERR CONTRACTORS OREGON LLC,CONTRACTOR,4509067.7,4498267.7,43,0,1,9093272.7,-4584204.999999999,-4595004.999999999,4584204.999999999,0.504131477328289,5.0,0.02,False,PLACEHOLDERS
Taxiway T Bid Tab.xlsx,Bid Tab Schedule B,2018D027,2019-8247,2020-01-16,Bid Tab Schedule B,BASE,,Kodiak Pacific Construction,KODIAK PACIFIC CONSTRUCTION,CONTRACTOR,4770589.0,4770589.0,43,0,0,10558558.0,-5787969.0,-5787969.0,5787969.0,0.5481779803643642,5.0,0.02,False,OTHER
Taxiway T Bid Tab.xlsx,Bid Tab Schedule B,2018D027,2019-8247,2020-01-16,Bid Tab Schedule B,BASE,,Nutter Corporation,NUTTER CORPORATION,CONTRACTOR,4533024.0,4533024.0,43,0,0,9596902.22,-5063878.220000001,-5063878.220000001,5063878.220000001,0.5276575819900351,5.0,0.02,False,OTHER
Taxiway T Bid Tab.xlsx,Bid Tab Schedule B,2018D027,2019-8247,2020-01-16,Bid Tab Schedule B,BASE,,"Tapani, Inc.",TAPANI INC.,CONTRACTOR,4115162.5,4115162.5,43,0,0,8588438.0,-4473275.5,-4473275.5,4473275.5,0.5208485524375911,5.0,0.02,False,OTHER
