item_group,item_subgroup,item_label,pop_wbs_code,wbs_description,wbs_rule_id,count_of_item_description_raw
ELECTRICAL,AIRFIELD_SIGNAGE,Sign A5-1 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign A5-3 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign A5-4 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign A5-6 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign A5-7 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign A5-8 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign A5-9 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign A6-10 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign A6-11 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign A6-12 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign A6-2 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign A6-3 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign A6-7 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign A6-9 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign A7-2 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign A8-1 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign A8-2 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign B1-1 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign B6-11 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign B7-1 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign B8-1 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign CE-10 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign EA-15 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign T-5 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign UL-1 Section 344302),1.5.D50.260500,Electrical Distribution,electrical_distribution,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign UL-2 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign V-2 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign V-4 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign V-5 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,Sign V-6 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,AIRFIELD_SIGNAGE,SignA (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage,1
ELECTRICAL,EV_CHARGING,Electrical Charging Units (Primary Units) (Section 263343),1.5.D50.260500,Electrical Distribution,electrical_distribution,5
ELECTRICAL,EV_CHARGING,Electrical Charging Units (Secondary Units) (Section 263343),1.5.D50.260500,Electrical Distribution,electrical_distribution,5
ELECTRICAL,POWER_DISTRIBUTION,General Electrical Removal (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution,12
ELECTRICAL,POWER_DISTRIBUTION,Temporary Circuit Connection (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution,11
ELECTRICAL,POWER_DISTRIBUTION,"Electrical Feeds to Enclosed Circuit Breakers (2.5"" Conduit) (Section 260500)",1.5.D50.260500,Electrical Distribution,electrical_distribution,5
ELECTRICAL,POWER_DISTRIBUTION,"Electrical Feeds to Enclosed Circuit Breakers (3/4"" Conduit) (Section 260500)",1.5.D50.260500,Electrical Distribution,electrical_distribution,5
ELECTRICAL,POWER_DISTRIBUTION,Diameter Brass Marker (Section 260553),1.5.D50.260500,Electrical Distribution,electrical_distribution,4
ELECTRICAL,POWER_DISTRIBUTION,Electrical Equipment Rack - Panel Connected (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution,3
ELECTRICAL,POWER_DISTRIBUTION,Demolition of Existing Electrical Equipment on Work Site (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution,2
ELECTRICAL,POWER_DISTRIBUTION,Electrical Equipment Rack - Load Share Connected (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution,2
ELECTRICAL,POWER_DISTRIBUTION,"Electrical Feeds to Panels (Existing 3.5"" Conduit) (Section 260500)",1.5.D50.260500,Electrical Distribution,electrical_distribution,2
ELECTRICAL,POWER_DISTRIBUTION,New Electrical Panels (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution,2
ELECTRICAL,POWER_DISTRIBUTION,FAAMALSRand Threshold Bar Lights (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution,1
ELECTRICAL,POWER_DISTRIBUTION,General Electrical Removal (Section 265000),1.5.D50.260500,Electrical Distribution,electrical_distribution,1
ELECTRICAL,POWER_DISTRIBUTION,Ground Rod for Counterpoise (Section 260526),1.5.D50.260526,Grounding,electrical_grounding,1
ELECTRICAL,POWER_DISTRIBUTION,Grounding and Bonding for Electrical Systems (Section 260526),1.5.D50.260526,Grounding,electrical_grounding,1
ELECTRICAL,POWER_DISTRIBUTION,Install Apron Lighting (Section 265623),1.5.D50.260500,Electrical Distribution,electrical_distribution,1
ELECTRICAL,POWER_DISTRIBUTION,Install Gate Valve and Lighting Controls (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution,1
ELECTRICAL,POWER_DISTRIBUTION,Install Handholes for Power (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution,1
ELECTRICAL,POWER_DISTRIBUTION,Install Handholes for Power and Communications (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution,1
ELECTRICAL,POWER_DISTRIBUTION,Install PFConstant Current Regulator (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution,1
ELECTRICAL,POWER_DISTRIBUTION,Install Underground Power Conductors for Apron Lights and Communications (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution,1
ELECTRICAL,POWER_DISTRIBUTION,Provide Temporary Power During Construction Inside the 480V Power Center (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution,1
ELECTRICAL,POWER_DISTRIBUTION,Re-feed Loads Inside 480V Power Center (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution,1
ELECTRICAL,POWER_DISTRIBUTION,Remove and Replace Existing 480V Distribution Panel (Section 262400),1.5.D50.260500,Electrical Distribution,electrical_distribution,1
ELECTRICAL,POWER_DISTRIBUTION,Remove and Replace Existing 9KVA Transformer (Section 262200),1.5.D50.260500,Electrical Distribution,electrical_distribution,1
ELECTRICAL,POWER_DISTRIBUTION,Temporary Circuit Connection (Section 265000),1.5.D50.260500,Electrical Distribution,electrical_distribution,1
ELECTRICAL,POWER_DISTRIBUTION,Temporary Threshold Set Upand Circuit Connection (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution,1
ELECTRICAL,POWER_DISTRIBUTION,Training (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution,1
ELECTRICAL,POWER_DISTRIBUTION,Underground Ducts and Raceways for Electrical Systems (Section 260543),1.5.D50.260500,Electrical Distribution,electrical_distribution,1
ELECTRICAL,TELECOM_IT,Data Drop to Each Enclosure and Chargers (Section 271000),1.5.D50.271000,Communications,electrical_comms,5
ELECTRICAL,TELECOM_IT,"Data Equipment Rack & Data Connections 1"" Conduit (Section 271000)",1.5.D50.271000,Communications,electrical_comms,5
ELECTRICAL,TELECOM_IT,Network Termination Enclosure (Section 271000),1.5.D50.271000,Communications,electrical_comms,5
ELECTRICAL,TELECOM_IT,Structured Cabling (Section 271000),1.5.D50.271000,Communications,electrical_comms,1
ELECTRICAL,TELECOM_IT,Telecommunications Identification (Section 270553),1.5.D50.271000,Communications,electrical_comms,1
ELECTRICAL,TELECOM_IT,Video Surveillance (Section 282300),1.5.D50.271000,Communications,electrical_comms,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Sweeper (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,19
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Escort (Section 012200),1.7.Z10.013500,Safety & Controls,temp_safety_controls,17
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Inlet Protection (Section 015713),1.7.Z10.015000,Temporary Facilities,temp_facilities,14
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Mobilization (Item C-105),1.7.Z10.015000,Temporary Facilities,temp_facilities,13
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Security Control Monitoring (Section 012200),1.6.F10.281300,Access Control,temp_security_access_control,13
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Work Zone and Traffic Control (Section 012200),1.7.Z10.013500,Safety & Controls,temp_safety_controls,11
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,"Mobilization, Surveying, Cleanup, and Demobilization",1.7.Z10.015000,Temporary Facilities,temp_facilities,8
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Jet Blast Control Material (Section 015713),1.7.Z10.013500,Safety & Controls,temp_safety_controls,6
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,"Mobilization, Cleanup, and Demobilization (Section 012200)",1.7.Z10.015000,Temporary Facilities,temp_facilities,6
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Construction Survey (Item GP-50),1.7.Z10.015000,Temporary Facilities,temp_facilities,5
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,"Mobilization, Surveying, Cleanup, and Demobilization (Section 012200)",1.7.Z10.015000,Temporary Facilities,temp_facilities,5
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,STS (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,5
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Sweeper,1.7.Z10.015000,Temporary Facilities,temp_facilities,5
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Traffic Control (Section 012200),1.7.Z10.013500,Safety & Controls,temp_safety_controls,5
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Ditch Protection/Check Dams (Section 015713),1.7.Z10.015000,Temporary Facilities,temp_facilities,4
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Extra Manhole Depth (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,3
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Manhole (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,3
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,PCC Spall Panel Repair (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,3
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Trench Drain Protection (Section 015713),1.7.Z10.015000,Temporary Facilities,temp_facilities,3
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Work Zone Traffic Control,1.7.Z10.013500,Safety & Controls,temp_safety_controls,3
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Construction Access (Section 015713),1.7.Z10.015000,Temporary Facilities,temp_facilities,2
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Construction Survey,1.7.Z10.015000,Temporary Facilities,temp_facilities,2
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Construction Survey (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,2
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,"Mobilization, Cleanup, and Demobilization",1.7.Z10.015000,Temporary Facilities,temp_facilities,2
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,PCC Crack Repair (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,2
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Sediment Fence (Section 015713),1.7.Z10.015000,Temporary Facilities,temp_facilities,2
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Traffic Control,1.7.Z10.013500,Safety & Controls,temp_safety_controls,2
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Wattles (Section 015713),1.7.Z10.015000,Temporary Facilities,temp_facilities,2
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Abandon Existing Monitoring Well (Section 012200),1.6.F10.281300,Access Control,temp_security_access_control,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Abandon Existing Structure (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Abandon and Plug Storm Pipe (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Aggregate Base Course (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Asphalt Concrete Pavement (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,B6 Electrical (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,B6 Replacement of Existing Lids and Hatches (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,B6 Temporary Airfield Lighting Circuit Connection (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,B6 Valve Vault (SSVLT 1202) Concrete Repair (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,B6 Valve Vault (SSVLT 1202) Mechanical Rehabilitation (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,B6 Wet Well (SSLS 950) Concrete Repair (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,B6 Wet Well (SSLS 950) Mechanical Rehabilitation (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Catch Basins/Inlets (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Clearing and Grubbing (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Connection to Existing Drainage Structure (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,ConstructionEntrance (Section 015713),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Contaminated Soil Handling and Management (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Contaminated Soil Removal and Haul (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,D9 Electrical (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,D9 Replacement of Existing Lids and Hatches (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,D9 Valve Vault (STSVLT 863) Concrete Repair (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,D9 Valve Vault (STSVLT 863) Mechanical Rehabilitation (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,D9 Wet Well (SSLS 953) Concrete Repair (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,D9 Wet Well (SSLS 953) Mechanical Rehabilitation (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Delineators (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Dewatering (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,"Embankment, Ditch (Section 012200)",1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Erosion and Sediment Control (Section 012200),1.7.Z10.013500,Safety & Controls,temp_safety_controls,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Escort,1.7.Z10.013500,Safety & Controls,temp_safety_controls,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,"Fill Material, Topsoil (Section 012200)",1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,General Demolition (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,HighBlueReflectiveMarkers (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Inlet Protection (Item C-102),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,InletProtection (Section 015713),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Installation and Removal of Silt Fence (Item C-102),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Installationand Removalof Silt Fence (Item C-102),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,JuteMatting (Section 015713),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Pavement Removal and Disposal (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Plastic Mesh Fence (Section 015713),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Portland Cement Concrete Pavement (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Project Traffic Control,1.7.Z10.013500,Safety & Controls,temp_safety_controls,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,"Removal, Haul, and Disposal of Demolition Debris (Section 012200)",1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Repair Existing ARFF Cap (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Security Control Monitoring,1.6.F10.281300,Access Control,temp_security_access_control,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Seeding (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,SettlementPlates (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Site Preparation (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Sweeper Section,1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Temporary Erosion and Sediment Control Measures (Section 012200),1.7.Z10.013500,Safety & Controls,temp_safety_controls,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Temporary Sewage Bypassing (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Temporary Stream Bypass (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Temporary Traffic Control,1.7.Z10.013500,Safety & Controls,temp_safety_controls,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Trench Protection (Section 015713),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Trench Stabilization (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Unsuitable Excavation and Disposal (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,"Wildlife Access Road, Asphalt Grindings (Section 012200)",1.7.Z10.015000,Temporary Facilities,temp_facilities,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Work Zone Traffic Control (Section 012200),1.7.Z10.013500,Safety & Controls,temp_safety_controls,1
GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,Work Zoneand Traffic Control (Section 012200),1.7.Z10.013500,Safety & Controls,temp_safety_controls,1
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,Seeding (Item T-901),1.3.G20.329219,Seeding,landscape_seeding,7
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,Area Seeding,1.3.G20.329200,Landscape Maintenance,landscape_default,6
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,"Temporary Erosion, Sediment, and Pollution Control",1.3.G20.313200,Erosion Control,landscape_erosion_control,5
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,Clearing and Grubbing,1.3.G20.329200,Landscape Maintenance,landscape_default,3
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,Inlet Protection,1.3.G20.313200,Erosion Control,landscape_erosion_control,3
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,Dewatering,1.3.G20.329200,Landscape Maintenance,landscape_default,2
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,One - Year Landscape Maintenance,1.3.G20.329200,Landscape Maintenance,landscape_maintenance,2
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,Topsoil (Item T-905),1.3.G20.329113,Topsoiling,landscape_topsoil,2
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,Topsoil (Obtained on Site or Removed from Stockpile) (Item T-905),1.3.G20.329113,Topsoiling,landscape_topsoil,2
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,Topsoiling (Item T-905),1.3.G20.329113,Topsoiling,landscape_topsoil,2
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,Boulders (Section 354000),1.3.G20.329200,Landscape Maintenance,landscape_default,1
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,Clearing and Seeding,1.3.G20.329200,Landscape Maintenance,landscape_default,1
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,Ditch Protection,1.3.G20.329200,Landscape Maintenance,landscape_default,1
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,"Fill Material, Topsoil",1.3.G20.329200,Landscape Maintenance,landscape_default,1
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,Grade Control Structures (Section 354000),1.3.G20.329200,Landscape Maintenance,landscape_default,1
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,Ground Cover Planting (Section 329300),1.3.G20.329200,Landscape Maintenance,landscape_default,1
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,Irrigation Replacement,1.3.G20.329200,Landscape Maintenance,landscape_default,1
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,Irrigation Replacement (Section 328400),1.3.G20.329200,Landscape Maintenance,landscape_default,1
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,Landscape Restoration,1.3.G20.329200,Landscape Maintenance,landscape_default,1
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,"Loose Riprap, Class 50",1.3.G20.329200,Landscape Maintenance,landscape_default,1
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,RiprapOutfall (Section 354000),1.3.G20.329200,Landscape Maintenance,landscape_default,1
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,Sediment Fence,1.3.G20.313200,Erosion Control,landscape_erosion_control,1
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,StreambedCobble (Section 354000),1.3.G20.329200,Landscape Maintenance,landscape_default,1
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,StreambedSediment (Section 354000),1.3.G20.329200,Landscape Maintenance,landscape_default,1
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,Temporary Erosion and Sediment Control,1.3.G20.313200,Erosion Control,landscape_erosion_control,1
LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,Topsoil (Furnished from Off the Site) (Item T-905),1.3.G20.329113,Topsoiling,landscape_topsoil,1
