item_group,item_subgroup,item_label,pop_wbs_code,wbs_description,wbs_rule_id,count_of_item_description_raw
ROADWORK_PAVING,PAVING_EARTHWORK,Compression Joint Seals for Concrete Pavements (Item P-604),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,4
ROADWORK_PAVING,PAVING_EARTHWORK,Contaminated Soil Excavation and Disposal,1.3.G20.311000,Earthwork,site_earthwork_keywords,4
ROADWORK_PAVING,PAVING_EARTHWORK,Controlled Low - Strength Material (CLSM) (Item P-153),1.3.G20.311000,Earthwork,site_earthwork,4
ROADWORK_PAVING,PAVING_EARTHWORK,Controlled Low - Strength Material (Item P-153),1.3.G20.311000,Earthwork,site_earthwork,4
ROADWORK_PAVING,PAVING_EARTHWORK,Existing Subgrade Stabilzation (Item P-152),1.3.G20.311000,Earthwork,site_earthwork,4
ROADWORK_PAVING,PAVING_EARTHWORK,Joint and Crack Repair (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal,4
ROADWORK_PAVING,PAVING_EARTHWORK,Level 3,,REVIEW_NEEDED,fallback_review,4
ROADWORK_PAVING,PAVING_EARTHWORK,Pavement Removal,1.3.G20.311000,Earthwork,site_earthwork_keywords,4
ROADWORK_PAVING,PAVING_EARTHWORK,Phasing Pavement Marking (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,4
ROADWORK_PAVING,PAVING_EARTHWORK,Steel Reinforcement (Item P-610),,REVIEW_NEEDED,fallback_review,4
ROADWORK_PAVING,PAVING_EARTHWORK,Surface Prep - Marking Removal (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,4
ROADWORK_PAVING,PAVING_EARTHWORK,Trench Stabilization,1.3.G20.311000,Earthwork,site_earthwork_keywords,4
ROADWORK_PAVING,PAVING_EARTHWORK,Geotextile,,REVIEW_NEEDED,fallback_review,3
ROADWORK_PAVING,PAVING_EARTHWORK,Geotextile (Item P-152),1.3.G20.311000,Earthwork,site_earthwork,3
ROADWORK_PAVING,PAVING_EARTHWORK,Pavement Marking,,REVIEW_NEEDED,fallback_review,3
ROADWORK_PAVING,PAVING_EARTHWORK,Preformed Markings (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,3
ROADWORK_PAVING,PAVING_EARTHWORK,Separation Geotextile (Item P-154),1.3.G20.321000,Aggregate Base,site_aggregate_base,3
ROADWORK_PAVING,PAVING_EARTHWORK,Silt Fence (Item P-156),1.3.G20.321000,Aggregate Base,site_aggregate_base,3
ROADWORK_PAVING,PAVING_EARTHWORK,Structural Portland Cement Concrete (PCC) (Item P-610),,REVIEW_NEEDED,fallback_review,3
ROADWORK_PAVING,PAVING_EARTHWORK,Surface Preparation (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,3
ROADWORK_PAVING,PAVING_EARTHWORK,Unsuitable Excavation and Disposal,1.3.G20.311000,Earthwork,site_earthwork_keywords,3
ROADWORK_PAVING,PAVING_EARTHWORK,Asphalt Mixture Surface and Base (Item P-403),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,2
ROADWORK_PAVING,PAVING_EARTHWORK,Bituminous Prime Coat (Item P-602),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,2
ROADWORK_PAVING,PAVING_EARTHWORK,Bituminous Surface Course (Item P-401),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,2
ROADWORK_PAVING,PAVING_EARTHWORK,Cold Milling 3-Inch Depth (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal,2
ROADWORK_PAVING,PAVING_EARTHWORK,Cold Plane Pavement Removal,1.3.G20.311000,Earthwork,site_earthwork_keywords,2
ROADWORK_PAVING,PAVING_EARTHWORK,Grooving (Item P-621),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,2
ROADWORK_PAVING,PAVING_EARTHWORK,Hot Mix Asphalt (HMA) Pavement Base Course (Item P-403),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,2
ROADWORK_PAVING,PAVING_EARTHWORK,Pavement Markings,,REVIEW_NEEDED,fallback_review,2
ROADWORK_PAVING,PAVING_EARTHWORK,Permanent Pavement Marking (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,2
ROADWORK_PAVING,PAVING_EARTHWORK,Runway Marking (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,2
ROADWORK_PAVING,PAVING_EARTHWORK,Runway and Taxiway Marking (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,2
ROADWORK_PAVING,PAVING_EARTHWORK,Separation Geotextile (Item P-152),1.3.G20.311000,Earthwork,site_earthwork,2
ROADWORK_PAVING,PAVING_EARTHWORK,Separation Geotextile (Item P-209),1.3.G20.321000,Aggregate Base,site_aggregate_base,2
ROADWORK_PAVING,PAVING_EARTHWORK,Structural Portland Cement Concrete (Item P-610),,REVIEW_NEEDED,fallback_review,2
ROADWORK_PAVING,PAVING_EARTHWORK,Subgrade Stabilzation (Item P-152),1.3.G20.311000,Earthwork,site_earthwork,2
ROADWORK_PAVING,PAVING_EARTHWORK,Surface Preparation - New Pavement Surfaces (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,2
ROADWORK_PAVING,PAVING_EARTHWORK,Surface Preparation - New or Existing Pavement Surfaces (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,2
ROADWORK_PAVING,PAVING_EARTHWORK,SurfacePreparation (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,2
ROADWORK_PAVING,PAVING_EARTHWORK,Temporary Pavement Marking (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,2
ROADWORK_PAVING,PAVING_EARTHWORK,AdhesiveCompound (Item P-606),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,1
ROADWORK_PAVING,PAVING_EARTHWORK,Asphalt Concrerte Surface Course,,REVIEW_NEEDED,fallback_review,1
ROADWORK_PAVING,PAVING_EARTHWORK,Asphalt Concrete Surface Course (Section 320117),,REVIEW_NEEDED,fallback_review,1
ROADWORK_PAVING,PAVING_EARTHWORK,Asphalt Grinding Removal and Disposal,1.3.G20.311000,Earthwork,site_earthwork_keywords,1
ROADWORK_PAVING,PAVING_EARTHWORK,Asphalt Mixture Base and Surface Course (Item P-403),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,1
ROADWORK_PAVING,PAVING_EARTHWORK,Asphalt Mixture Baseand Surface Course (Item P-403),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,1
ROADWORK_PAVING,PAVING_EARTHWORK,Asphalt Mixture Surface Course (Item P-403),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,1
ROADWORK_PAVING,PAVING_EARTHWORK,Asphalt Pavement Removal (Section 320117),1.3.G20.311000,Earthwork,site_earthwork_keywords,1
ROADWORK_PAVING,PAVING_EARTHWORK,Asphalt Pavement Removal - 2.5-InchDepth (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal,1
ROADWORK_PAVING,PAVING_EARTHWORK,Asphalt Sawcut,,REVIEW_NEEDED,fallback_review,1
ROADWORK_PAVING,PAVING_EARTHWORK,Blackout and Temporary Pavement Marking,,REVIEW_NEEDED,fallback_review,1
ROADWORK_PAVING,PAVING_EARTHWORK,Borrow Excavation (P-152),1.3.G20.311000,Earthwork,site_earthwork_keywords,1
ROADWORK_PAVING,PAVING_EARTHWORK,Cast - In-Place Concrete Curb,,REVIEW_NEEDED,fallback_review,1
ROADWORK_PAVING,PAVING_EARTHWORK,Cast-in-Place Concrete Curb (Section 321613),,REVIEW_NEEDED,fallback_review,1
ROADWORK_PAVING,PAVING_EARTHWORK,Cold Milling Surface Preparation (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal,1
ROADWORK_PAVING,PAVING_EARTHWORK,Cold Milling Variable to 10-Inch Depth (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal,1
ROADWORK_PAVING,PAVING_EARTHWORK,Cold Millling (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal,1
ROADWORK_PAVING,PAVING_EARTHWORK,Cold Plane Pavement Removal and Disposal,1.3.G20.311000,Earthwork,site_earthwork_keywords,1
ROADWORK_PAVING,PAVING_EARTHWORK,ColdMilling - 0.5InchDepth (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal,1
ROADWORK_PAVING,PAVING_EARTHWORK,ColdMilling - VariableDepth(Transitional) (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal,1
ROADWORK_PAVING,PAVING_EARTHWORK,Compression Joint Sealant (Item P-604),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,1
ROADWORK_PAVING,PAVING_EARTHWORK,Compression Joint Seals for Concrete Pavement (Item P-604),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,1
ROADWORK_PAVING,PAVING_EARTHWORK,Concrete Curb,,REVIEW_NEEDED,fallback_review,1
ROADWORK_PAVING,PAVING_EARTHWORK,Concrete Curb Removal,1.3.G20.311000,Earthwork,site_earthwork_keywords,1
ROADWORK_PAVING,PAVING_EARTHWORK,Concrete Pavement (Item P-501),1.2.G40.321313,Concrete Paving,airfield_concrete_paving,1
ROADWORK_PAVING,PAVING_EARTHWORK,Concrete Sidewalk,,REVIEW_NEEDED,fallback_review,1
ROADWORK_PAVING,PAVING_EARTHWORK,Concrete Utility Hub Pavement (Section 321613),,REVIEW_NEEDED,fallback_review,1
ROADWORK_PAVING,PAVING_EARTHWORK,Concrete to Asphalt Joint Seal (Item P-605),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,1
ROADWORK_PAVING,PAVING_EARTHWORK,Concrete to Concrete Joint Seal (Item P-605),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,1
ROADWORK_PAVING,PAVING_EARTHWORK,Contaminated Soil Excavation and Placement,1.3.G20.311000,Earthwork,site_earthwork_keywords,1
ROADWORK_PAVING,PAVING_EARTHWORK,Contaminated Soil Sediment Excavation and Disposal,1.3.G20.311000,Earthwork,site_earthwork_keywords,1
ROADWORK_PAVING,PAVING_EARTHWORK,ControlledLow - StrengthMaterial(CLSM) (Item P-153),1.3.G20.311000,Earthwork,site_earthwork,1
ROADWORK_PAVING,PAVING_EARTHWORK,Crack Repair (Section 320118),,REVIEW_NEEDED,fallback_review,1
ROADWORK_PAVING,PAVING_EARTHWORK,Curb Removal,1.3.G20.311000,Earthwork,site_earthwork_keywords,1
ROADWORK_PAVING,PAVING_EARTHWORK,EmbankmentinPlace (Item P-152),1.3.G20.311000,Earthwork,site_earthwork,1
ROADWORK_PAVING,PAVING_EARTHWORK,Emulsified Asphalt Prime Coat (Item P-602),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,1
ROADWORK_PAVING,PAVING_EARTHWORK,Full - Depth Asphalt Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal,1
ROADWORK_PAVING,PAVING_EARTHWORK,Geotextile Fabric,,REVIEW_NEEDED,fallback_review,1
ROADWORK_PAVING,PAVING_EARTHWORK,HMA Base Course (Item P-403),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,1
ROADWORK_PAVING,PAVING_EARTHWORK,Hot Mix Asphalt (HMA) Base Course (Item P-403),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,1
ROADWORK_PAVING,PAVING_EARTHWORK,Hot Mix Asphalt (HMA) Bituminous Surface Course (Item P-401),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,1
ROADWORK_PAVING,PAVING_EARTHWORK,Hot Mix Asphalt (HMA) Pavement (Item P-401),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,1
ROADWORK_PAVING,PAVING_EARTHWORK,Installation and Removal of Silt Fence (Item P-156),1.3.G20.321000,Aggregate Base,site_aggregate_base,1
ROADWORK_PAVING,PAVING_EARTHWORK,Joint Repair,,REVIEW_NEEDED,fallback_review,1
ROADWORK_PAVING,PAVING_EARTHWORK,Joint Sealant (Item P-605),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,1
ROADWORK_PAVING,PAVING_EARTHWORK,Lean Concrete Base Course (Item P-306),1.3.G20.321000,Aggregate Base,site_aggregate_base,1
ROADWORK_PAVING,PAVING_EARTHWORK,MechanicalStabilization (Item P-152),1.3.G20.311000,Earthwork,site_earthwork,1
ROADWORK_PAVING,PAVING_EARTHWORK,Modified Concrete Curb and Gutter,,REVIEW_NEEDED,fallback_review,1
ROADWORK_PAVING,PAVING_EARTHWORK,Monolithic Curb and Sidewalk,,REVIEW_NEEDED,fallback_review,1
ROADWORK_PAVING,PAVING_EARTHWORK,Pavement Marking (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,1
ROADWORK_PAVING,PAVING_EARTHWORK,"Pavement Marking, Painted",,REVIEW_NEEDED,fallback_review,1
ROADWORK_PAVING,PAVING_EARTHWORK,"Pavement Marking, Temporary",,REVIEW_NEEDED,fallback_review,1
ROADWORK_PAVING,PAVING_EARTHWORK,"Pavement Marking, Thermoplastic",,REVIEW_NEEDED,fallback_review,1
ROADWORK_PAVING,PAVING_EARTHWORK,Pavement Markings (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,1
ROADWORK_PAVING,PAVING_EARTHWORK,Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal,1
ROADWORK_PAVING,PAVING_EARTHWORK,Pavement Removal and Disposal,1.3.G20.311000,Earthwork,site_earthwork_keywords,1
ROADWORK_PAVING,PAVING_EARTHWORK,Portland Cement Concrete (PCC) Pavement (Item P-501),1.2.G40.321313,Concrete Paving,airfield_concrete_paving,1
ROADWORK_PAVING,PAVING_EARTHWORK,Portland Cement Concrete Pavement,,REVIEW_NEEDED,fallback_review,1
ROADWORK_PAVING,PAVING_EARTHWORK,Portland Cement Concrete Pavement (Item P-501),1.2.G40.321313,Concrete Paving,airfield_concrete_paving,1
ROADWORK_PAVING,PAVING_EARTHWORK,ReflectiveMedia (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,1
ROADWORK_PAVING,PAVING_EARTHWORK,Removalof Pipeand Other Buried Structures (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal,1
ROADWORK_PAVING,PAVING_EARTHWORK,Runway Friction Testing (Item P-608),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,1
ROADWORK_PAVING,PAVING_EARTHWORK,Runway and High Speed Exit Taxiway Friction Testing (Item P-608),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,1
ROADWORK_PAVING,PAVING_EARTHWORK,Saw - Cut Grooving (Item P-621),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,1
ROADWORK_PAVING,PAVING_EARTHWORK,SeparationGeotextile (Item P-209),1.3.G20.321000,Aggregate Base,site_aggregate_base,1
ROADWORK_PAVING,PAVING_EARTHWORK,Sidewalk,,REVIEW_NEEDED,fallback_review,1
ROADWORK_PAVING,PAVING_EARTHWORK,Slurry Seal (Item P-626),1.2.G40.321216,Airfield Asphalt,airfield_asphalt,1
ROADWORK_PAVING,PAVING_EARTHWORK,Standard 8-Inch Concrete Curb,,REVIEW_NEEDED,fallback_review,1
ROADWORK_PAVING,PAVING_EARTHWORK,SubbaseCourse (Item P-154),1.3.G20.321000,Aggregate Base,site_aggregate_base,1
ROADWORK_PAVING,PAVING_EARTHWORK,Surface Preparation - Existing Pavement Surface (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,1
ROADWORK_PAVING,PAVING_EARTHWORK,Surface Preparation - Marking Removal (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,1
ROADWORK_PAVING,PAVING_EARTHWORK,Surface Preparation - Remarking (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,1
ROADWORK_PAVING,PAVING_EARTHWORK,Surface Preparation - Remove Existing Marking (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,1
ROADWORK_PAVING,PAVING_EARTHWORK,Temporary Marking (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,1
ROADWORK_PAVING,PAVING_EARTHWORK,Temporary Pavement Markings (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,1
ROADWORK_PAVING,PAVING_EARTHWORK,Temporary Runway and Taxiway Makrings (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,1
ROADWORK_PAVING,PAVING_EARTHWORK,Temporary Runwayand Taxiway Marking (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings,1
ROADWORK_PAVING,PAVING_EARTHWORK,Trench Excavation,1.3.G20.311000,Earthwork,site_earthwork_keywords,1
ROADWORK_PAVING,PAVING_EARTHWORK,Trench Excavation and General Native Backfill,1.3.G20.311000,Earthwork,site_earthwork_keywords,1
ROADWORK_PAVING,PAVING_EARTHWORK,Trench Excavation and Select Backfill,1.3.G20.311000,Earthwork,site_earthwork_keywords,1
ROADWORK_PAVING,PAVING_EARTHWORK,Trench Excavation and Select Native Backfill,1.3.G20.311000,Earthwork,site_earthwork_keywords,1
ROADWORK_PAVING,PAVING_EARTHWORK,Unclassified Excavation (P-152),1.3.G20.311000,Earthwork,site_earthwork_keywords,1
ROADWORK_PAVING,PAVING_EARTHWORK,UnsuitableExcavation (Item P-152),1.3.G20.311000,Earthwork,site_earthwork,1
SITEWORK_MISC,FENCING_GUARDRAIL_BOLLARDS,Cable Retrievers (Section 111100),,REVIEW_NEEDED,fallback_review,5
SITEWORK_MISC,FENCING_GUARDRAIL_BOLLARDS,Guard Rail (Section 347115),,REVIEW_NEEDED,fallback_review,5
SITEWORK_MISC,FENCING_GUARDRAIL_BOLLARDS,Precast Concrete Wheel Stop (Section 347115),,REVIEW_NEEDED,fallback_review,5
SITEWORK_MISC,FENCING_GUARDRAIL_BOLLARDS,Bollard - Bolt Down (Section 347115),,REVIEW_NEEDED,fallback_review,4
SITEWORK_MISC,FENCING_GUARDRAIL_BOLLARDS,Chain Link Fance with Barbed Wire (Section 323113),,REVIEW_NEEDED,fallback_review,1
SITEWORK_MISC,FENCING_GUARDRAIL_BOLLARDS,Chain Link Fence with Slats and Barbed Wire (Section 323113),,REVIEW_NEEDED,fallback_review,1
SITEWORK_MISC,FENCING_GUARDRAIL_BOLLARDS,Pipe Bollards (Section 347113),,REVIEW_NEEDED,fallback_review,1
