item_id,project_id,line_no,specification,alternate_specification,pay_item_description,supplemental_description,item_description_raw,item,quantity,unit_norm,item_group,item_subgroup,grouping_rule_id
123,3,0001,012200,,"Wildlife Access Road, Asphalt Grindings",,"Wildlife Access Road, Asphalt Grindings (Section 012200)","012200 - Wildlife Access Road, Asphalt Grindings",200.0,CY,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
124,3,0002,012200,,Sweeper,,Sweeper (Section 012200),012200 - Sweeper,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
125,3,0002,L-108,,Heat Shrink for 5kV L-823 Primary Connector,,Heat Shrink for 5kV L-823 Primary Connector (Item L-108),L-108 - Heat Shrink for 5kV L-823 Primary Connector,435.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
126,3,0003,012200,,Security Control Monitoring,,Security Control Monitoring (Section 012200),012200 - Security Control Monitoring,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
127,3,0003,L-110,,IMC in Existing AC,1-Inch,1-Inch IMC in Existing AC (Item L-110),L-110 - IMC in Existing AC,25.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
128,3,0004,012200,,Traffic Control,,Traffic Control (Section 012200),012200 - Traffic Control,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
129,3,0004,260553,,Diameter Brass Marker,3-Inch,3-Inch Diameter Brass Marker (Section 260553),260553 - Diameter Brass Marker,3.0,EACH,ELECTRICAL,POWER_DISTRIBUTION,spec_power_distribution
130,3,0005,012200,,Escort,,Escort (Section 012200),012200 - Escort,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
131,3,0006,015713,,Construction Access,,Construction Access (Section 015713),015713 - Construction Access,2.0,EACH,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
132,3,0007,015713,,Jet Blast Control Material,,Jet Blast Control Material (Section 015713),015713 - Jet Blast Control Material,2.5,ACRE,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
133,3,0008,015713,,Inlet Protection,,Inlet Protection (Section 015713),015713 - Inlet Protection,85.0,EACH,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
134,3,0009,015713,,Ditch Protection/Check Dams,,Ditch Protection/Check Dams (Section 015713),015713 - Ditch Protection/Check Dams,12.0,EACH,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
135,3,0010,015713,,Wattles,,Wattles (Section 015713),015713 - Wattles,1000.0,LF,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,spec_temp_traffic
136,3,0011,UNCLASSIFIED,,Construction Survey (Item GP-50),,Construction Survey (Item GP-50),UNCLASSIFIED - Construction Survey (Item GP-50),1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,kw_temp_traffic
137,3,0012,P-101,,PCC Pavement Removal,"3"" Depth","PCC Pavement Removal - 3"" Depth (Item P-101)",P-101 - PCC Pavement Removal,375.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
138,3,0013,P-101,,PCC Pavement Removal,"6"" Depth","PCC Pavement Removal - 6"" Depth (Item P-101)",P-101 - PCC Pavement Removal,950.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
139,3,0014,P-101,,Asphalt Pavement Removal,"3"" Depth","Asphalt Pavement Removal - 3"" Depth (Item P-101)",P-101 - Asphalt Pavement Removal,19700.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
140,3,0015,P-101,,Asphalt Pavement Removal,"5"" Depth","Asphalt Pavement Removal - 5"" Depth (Item P-101)",P-101 - Asphalt Pavement Removal,2100.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
141,3,0016,P-101,,Asphalt Pavement Removal,"7.5"" Depth","Asphalt Pavement Removal - 7.5"" Depth (Item P-101)",P-101 - Asphalt Pavement Removal,2600.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
142,3,0017,P-101,,Asphalt Pavement Removal,"12"" Depth","Asphalt Pavement Removal - 12"" Depth (Item P-101)",P-101 - Asphalt Pavement Removal,8700.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
143,3,0018,P-101,,Asphalt Pavement Removal,"14"" Depth","Asphalt Pavement Removal - 14"" Depth (Item P-101)",P-101 - Asphalt Pavement Removal,950.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
144,3,0019,P-101,,Asphalt Pavement Removal,"16"" Depth","Asphalt Pavement Removal - 16"" Depth (Item P-101)",P-101 - Asphalt Pavement Removal,15200.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
145,3,0020,P-101,,Asphalt Pavement Removal,"20"" Depth","Asphalt Pavement Removal - 20"" Depth (Item P-101)",P-101 - Asphalt Pavement Removal,23600.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
146,3,0021,P-101,,Asphalt Pavement Removal,"22"" Depth","Asphalt Pavement Removal - 22"" Depth (Item P-101)",P-101 - Asphalt Pavement Removal,6100.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
147,3,0022,P-101,,Asphalt Pavement Removal,"12"" Depth Asphalt Grindings","Asphalt Pavement Removal - 12"" Depth Asphalt Grindings (Item P-101)",P-101 - Asphalt Pavement Removal,375.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
148,3,0023,P-101,,Joint and Crack Repair,,Joint and Crack Repair (Item P-101),P-101 - Joint and Crack Repair,1500.0,LF,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
149,3,0024,P-101,,Cold Milling,4 Inch Maximum Depth,Cold Milling - 4 Inch Maximum Depth (Item P-101),P-101 - Cold Milling,5500.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
150,3,0025,UNCLASSIFIED,,Unclassified Excavation (P-152),,Unclassified Excavation (P-152),UNCLASSIFIED - Unclassified Excavation (P-152),37500.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,kw_paving_earthwork
151,3,0026,P-152,,Unsuitable Excavation,,Unsuitable Excavation (Item P-152),P-152 - Unsuitable Excavation,1000.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
152,3,0027,P-152,,Geotextile,,Geotextile (Item P-152),P-152 - Geotextile,87400.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
153,3,0028,P-153,,Controlled Low - Strength Material (CLSM),,Controlled Low-Strength Material (CLSM) (Item P-153),P-153 - Controlled Low - Strength Material (CLSM),1500.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
154,3,0029,P-154,,Subbase Course,,Subbase Course (Item P-154),P-154 - Subbase Course,6900.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
155,3,0030,P-156,,Silt Fence,,Silt Fence (Item P-156),P-156 - Silt Fence,5100.0,LF,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
156,3,0031,P-209,,Crushed Aggregate Base Course,,Crushed Aggregate Base Course (Item P-209),P-209 - Crushed Aggregate Base Course,17800.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
157,3,0032,P-401,,Hot Mix Asphalt (HMA) Pavement,,Hot Mix Asphalt (HMA) Pavement (Item P-401),P-401 - Hot Mix Asphalt (HMA) Pavement,11300.0,TON,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
158,3,0033,P-403,,Hot Mix Asphalt (HMA) Pavement Base Course,,Hot Mix Asphalt (HMA) Pavement Base Course (Item P-403),P-403 - Hot Mix Asphalt (HMA) Pavement Base Course,22800.0,TON,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
159,3,0034,P-501,,Portland Cement Concrete (PCC) Pavement,,Portland Cement Concrete (PCC) Pavement (Item P-501),P-501 - Portland Cement Concrete (PCC) Pavement,48500.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
160,3,0035,P-602,,Bituminous Prime Coat,,Bituminous Prime Coat (Item P-602),P-602 - Bituminous Prime Coat,2800.0,GAL,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
161,3,0036,P-603,,Bituminous Tack Coat,,Bituminous Tack Coat (Item P-603),P-603 - Bituminous Tack Coat,600.0,GAL,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
162,3,0037,P-604,,Compression Joint Sealant,,Compression Joint Sealant (Item P-604),P-604 - Compression Joint Sealant,39900.0,LF,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
163,3,0038,P-605,,Joint Sealant,,Joint Sealant (Item P-605),P-605 - Joint Sealant,300.0,GAL,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
164,3,0039,P-606,,Adhesive Compound,,Adhesive Compound (Item P-606),P-606 - Adhesive Compound,300.0,GAL,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
165,3,0040,P-610,,Structural Portland Cement Concrete (PCC),,Structural Portland Cement Concrete (PCC) (Item P-610),P-610 - Structural Portland Cement Concrete (PCC),250.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
166,3,0041,P-610,,Steel Reinforcement,,Steel Reinforcement (Item P-610),P-610 - Steel Reinforcement,5600.0,LB,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
167,3,0042,P-620,,Pavement Marking,,Pavement Marking (Item P-620),P-620 - Pavement Marking,36000.0,SF,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
168,3,0043,P-620,,Reflective Media,,Reflective Media (Item P-620),P-620 - Reflective Media,2300.0,LB,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
169,3,0044,P-620,,Phasing Pavement Marking,,Phasing Pavement Marking (Item P-620),P-620 - Phasing Pavement Marking,22500.0,SF,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
170,3,0045,P-621,,Saw - Cut Grooving,,Saw-Cut Grooving (Item P-621),P-621 - Saw - Cut Grooving,450.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,spec_paving_earthwork
171,3,0046,D-701,,STS Pipe,4-Inch,4-Inch STS Pipe (Item D-701),D-701 - STS Pipe,210.0,LF,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
172,3,0047,D-701,,STS Pipe,6-Inch,6-Inch STS Pipe (Item D-701),D-701 - STS Pipe,1061.0,LF,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
173,3,0048,D-701,,STS Pipe,12-Inch,12-Inch STS Pipe (Item D-701),D-701 - STS Pipe,1682.0,LF,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
174,3,0049,D-701,,RCP Pipe,12-Inch,12-Inch RCP Pipe (Item D-701),D-701 - RCP Pipe,707.0,LF,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
175,3,0050,D-701,,STS Pipe,18-Inch,18-Inch STS Pipe (Item D-701),D-701 - STS Pipe,743.0,LF,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
176,3,0051,D-701,,STS Pipe,24-Inch,24-Inch STS Pipe (Item D-701),D-701 - STS Pipe,192.0,LF,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
177,3,0052,D-701,,RCP Pipe,24-Inch,24-Inch RCP Pipe (Item D-701),D-701 - RCP Pipe,251.0,LF,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
178,3,0053,D-701,,STS Pipe,48-Inch,48-Inch STS Pipe (Item D-701),D-701 - STS Pipe,1020.0,LF,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
179,3,0054,D-705,,Perforated Pipe Underdrains,6-Inch,6-Inch Perforated Pipe Underdrains (Item D-705),D-705 - Perforated Pipe Underdrains,5379.0,LF,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
180,3,0055,D-751,,"Manhole, Type A",48-Inch,"48-Inch Manhole, Type A (Item D-751)","D-751 - Manhole, Type A",1.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
181,3,0056,D-751,,"Manhole, Type B",48-Inch,"48-Inch Manhole, Type B (Item D-751)","D-751 - Manhole, Type B",6.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
182,3,0057,D-751,,"Manhole, Type B",60-Inch,"60-Inch Manhole, Type B (Item D-751)","D-751 - Manhole, Type B",1.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
183,3,0058,D-751,,"Manhole, Type A",72-Inch,"72-Inch Manhole, Type A (Item D-751)","D-751 - Manhole, Type A",1.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
184,3,0059,D-751,,"Manhole, Type B",72-Inch,"72-Inch Manhole, Type B (Item D-751)","D-751 - Manhole, Type B",3.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
185,3,0060,D-751,,"Manhole, Type A",84-Inch,"84-Inch Manhole, Type A (Item D-751)","D-751 - Manhole, Type A",2.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
186,3,0061,D-751,,"Manhole, Type B",84-Inch,"84-Inch Manhole, Type B (Item D-751)","D-751 - Manhole, Type B",1.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
187,3,0062,D-751,,Catch Basin,,Catch Basin (Item D-751),D-751 - Catch Basin,31.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
188,3,0063,T-901,,Seeding,,Seeding (Item T-901),T-901 - Seeding,8.2,ACRE,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,spec_landscape
189,3,0064,T-905,,Topsoiling,,Topsoiling (Item T-905),T-905 - Topsoiling,6900.0,CY,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,spec_landscape
190,3,0065,L-108,,No. 8 AWG 5kV Cable,,No. 8 AWG 5kV Cable (Item L-108),L-108 - No. 8 AWG 5kV Cable,5000.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
191,3,0066,L-108,,No. 6 AWG Solid Wire for Counterpoise,,No. 6 AWG Solid Wire for Counterpoise (Item L-108),L-108 - No. 6 AWG Solid Wire for Counterpoise,1060.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
192,3,0067,L-108,,Ground Rod for Counterpoise,,Ground Rod for Counterpoise (Item L-108),L-108 - Ground Rod for Counterpoise,6.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
193,3,0068,L-110,,PVC Direct Buried,2-Inch,2-Inch PVC Direct Buried (Item L-110),L-110 - PVC Direct Buried,65.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
194,3,0069,L-110,,PVC in Existing AC,2-Inch,2-Inch PVC in Existing AC (Item L-110),L-110 - PVC in Existing AC,1175.0,LF,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
195,3,0070,260500,,General Electrical Removal,,General Electrical Removal (Section 260500),260500 - General Electrical Removal,1.0,LS,ELECTRICAL,POWER_DISTRIBUTION,spec_power_distribution
196,3,0071,260500,,Temporary Circuit Connection,,Temporary Circuit Connection (Section 260500),260500 - Temporary Circuit Connection,1.0,LS,ELECTRICAL,POWER_DISTRIBUTION,spec_power_distribution
197,3,0072,312300,,"Removal of Existing Storm Pipe, Manholes, and Inlets",,"Removal of Existing Storm Pipe, Manholes, and Inlets (Section 312300)","312300 - Removal of Existing Storm Pipe, Manholes, and Inlets",1.0,LS,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
198,3,0073,312300,,Connection to Existing Storm Drainage System,,Connection to Existing Storm Drainage System (Section 312300),312300 - Connection to Existing Storm Drainage System,0.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
199,3,0074,312300,,Existing Manhole Adjustment to Grade,,Existing Manhole Adjustment to Grade (Section 312300),312300 - Existing Manhole Adjustment to Grade,0.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
200,3,0075,312300,,Existing Catch Basin Adjustment to Grade,,Existing Catch Basin Adjustment to Grade (Section 312300),312300 - Existing Catch Basin Adjustment to Grade,0.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
201,3,0076,312300,,Existing Electrical Vault Adjustment to Grade,,Existing Electrical Vault Adjustment to Grade (Section 312300),312300 - Existing Electrical Vault Adjustment to Grade,2.0,EACH,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,spec_drainage_structures
202,3,0077,334100,,Ductile Iron (Force Main) Pipe,12-Inch,12-Inch Ductile Iron (Force Main) Pipe (Section 334100),334100 - Ductile Iron (Force Main) Pipe,0.0,LF,PIPING_DRAINAGE,PIPING_UTILITY,spec_piping_utility
203,3,0078,334100,,Ductile Iron (Force Main) Pipe,20-Inch,20-Inch Ductile Iron (Force Main) Pipe (Section 334100),334100 - Ductile Iron (Force Main) Pipe,0.0,LF,PIPING_DRAINAGE,PIPING_UTILITY,spec_piping_utility
204,3,0079,334100,,Riprap,,Riprap (Section 334100),334100 - Riprap,0.0,CY,PIPING_DRAINAGE,PIPING_UTILITY,spec_piping_utility
205,3,0080,334213,,"Stormwater Pump Station, Electrical Equipment Installation",,"Stormwater Pump Station, Electrical Equipment Installation (Section 334213)","334213 - Stormwater Pump Station, Electrical Equipment Installation",1.0,LS,PIPING_DRAINAGE,PIPING_UTILITY,spec_piping_utility
206,3,0081,334213,,Stormwater Valve Vault,,Stormwater Valve Vault (Section 334213),334213 - Stormwater Valve Vault,1.0,LS,PIPING_DRAINAGE,PIPING_UTILITY,spec_piping_utility
207,3,0082,344300,,"Install PF LED Taxiway Centerline Light with PF Base Can, CF Transformer in New AC",,"Install PF LED Taxiway Centerline Light with PF Base Can, CF Transformer in New AC (Section 344300)","344300 - Install PF LED Taxiway Centerline Light with PF Base Can, CF Transformer in New AC",22.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
208,3,0083,344300,,Install PF LED Taxiway Centerline Light on Existing Base Can with CF Isolation Transformer,,Install PF LED Taxiway Centerline Light on Existing Base Can with CF Isolation Transformer (Section 344300),344300 - Install PF LED Taxiway Centerline Light on Existing Base Can with CF Isolation Transformer,9.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
209,3,0084,344301,,Adjust Existing Elevated Runway Threshold Light,,Adjust Existing Elevated Runway Threshold Light (Section 344301),344301 - Adjust Existing Elevated Runway Threshold Light,8.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
210,3,0085,344301,,Adjust Existing In-Pavement Runway Edge Light,,Adjust Existing In-Pavement Runway Edge Light (Section 344301),344301 - Adjust Existing In-Pavement Runway Edge Light,8.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
211,3,0086,344301,,Adjust Existing In-Pavement Stop Bar Light,,Adjust Existing In-Pavement Stop Bar Light (Section 344301),344301 - Adjust Existing In-Pavement Stop Bar Light,15.0,EACH,ELECTRICAL,AIRFIELD_LIGHTING,spec_airfield_lighting
212,3,0087,344302,,Sign E6-6,,Sign E6-6 (Section 344302),344302 - Sign E6-6,1.0,LS,ELECTRICAL,AIRFIELD_SIGNAGE,spec_airfield_signage
213,3,0088,344302,,Sign E6-9,,Sign E6-9 (Section 344302),344302 - Sign E6-9,1.0,LS,ELECTRICAL,AIRFIELD_SIGNAGE,spec_airfield_signage
214,3,0089,344302,,Sign G-3,,Sign G-3 (Section 344302),344302 - Sign G-3,1.0,LS,ELECTRICAL,AIRFIELD_SIGNAGE,spec_airfield_signage
215,4,0001,UNCLASSIFIED,,"Mobilization, Cleanup, and Demobilization",,"Mobilization, Cleanup, and Demobilization","UNCLASSIFIED - Mobilization, Cleanup, and Demobilization",1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,kw_temp_traffic
216,4,0002,UNCLASSIFIED,,Sweeper,,Sweeper,UNCLASSIFIED - Sweeper,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,kw_temp_traffic
217,4,0003,UNCLASSIFIED,,Security Control Monitoring,,Security Control Monitoring,UNCLASSIFIED - Security Control Monitoring,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,kw_temp_traffic
218,4,0004,UNCLASSIFIED,,Escort,,Escort,UNCLASSIFIED - Escort,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,kw_temp_traffic
219,4,0005,UNCLASSIFIED,,Construction Survey,,Construction Survey,UNCLASSIFIED - Construction Survey,1.0,LS,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,kw_temp_traffic
220,4,0006,UNCLASSIFIED,,Sediment Fence,,Sediment Fence,UNCLASSIFIED - Sediment Fence,750.0,LF,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,kw_landscape_env
221,4,0007,UNCLASSIFIED,,Inlet Protection,,Inlet Protection,UNCLASSIFIED - Inlet Protection,2.0,EACH,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,kw_landscape_env
222,4,0008,UNCLASSIFIED,,Stabilized Construction Entrance,,Stabilized Construction Entrance,UNCLASSIFIED - Stabilized Construction Entrance,1.0,EACH,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
223,4,0009,UNCLASSIFIED,,Pavement Removal,,Pavement Removal,UNCLASSIFIED - Pavement Removal,20.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,kw_paving_earthwork
224,4,0010,UNCLASSIFIED,,Common Excavation,,Common Excavation,UNCLASSIFIED - Common Excavation,1500.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,kw_paving_earthwork
225,4,0011,UNCLASSIFIED,,Unsuitable Excavation and Disposal,,Unsuitable Excavation and Disposal,UNCLASSIFIED - Unsuitable Excavation and Disposal,40.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,kw_paving_earthwork
226,4,0012,UNCLASSIFIED,,Contaminated Soil Excavation and Disposal,,Contaminated Soil Excavation and Disposal,UNCLASSIFIED - Contaminated Soil Excavation and Disposal,50.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,kw_paving_earthwork
227,4,0013,UNCLASSIFIED,,Trench Stabilization,,Trench Stabilization,UNCLASSIFIED - Trench Stabilization,10.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,kw_paving_earthwork
228,4,0014,UNCLASSIFIED,,Geotextile,,Geotextile,UNCLASSIFIED - Geotextile,650.0,SY,ROADWORK_PAVING,PAVING_EARTHWORK,kw_paving_earthwork
229,4,0015,UNCLASSIFIED,,Aggregate Base Course,,Aggregate Base Course,UNCLASSIFIED - Aggregate Base Course,400.0,CY,ROADWORK_PAVING,PAVING_EARTHWORK,kw_paving_earthwork
230,4,0016,UNCLASSIFIED,,"Removal of Existing Storm Pipe, Manholes, Pumps, Valves, Hangers, Vaults, and Brackets",,"Removal of Existing Storm Pipe, Manholes, Pumps, Valves, Hangers, Vaults, and Brackets","UNCLASSIFIED - Removal of Existing Storm Pipe, Manholes, Pumps, Valves, Hangers, Vaults, and Brackets",1.0,LS,PIPING_DRAINAGE,PIPING_UTILITY,kw_piping_drainage
231,4,0017,UNCLASSIFIED,,Removal of Existing Lid from Stormwater Treatment Vault,,Removal of Existing Lid from Stormwater Treatment Vault,UNCLASSIFIED - Removal of Existing Lid from Stormwater Treatment Vault,1.0,LS,PIPING_DRAINAGE,PIPING_UTILITY,kw_piping_drainage
232,4,0018,UNCLASSIFIED,,Modifications to Existing Wet Well,,Modifications to Existing Wet Well,UNCLASSIFIED - Modifications to Existing Wet Well,1.0,LS,PIPING_DRAINAGE,PIPING_UTILITY,kw_piping_drainage
233,4,0019,UNCLASSIFIED,,Adjustment of Existing Structures (H-20 Rated Vaults),,Adjustment of Existing Structures (H-20 Rated Vaults),UNCLASSIFIED - Adjustment of Existing Structures (H-20 Rated Vaults),4.0,EACH,OTHER_REVIEW,UNCLASSIFIED_REVIEW,fallback_unmapped
234,4,0020,UNCLASSIFIED,,Storm Sewer (Force Main) Pipe,24-Inch,24-Inch Storm Sewer (Force Main) Pipe,UNCLASSIFIED - Storm Sewer (Force Main) Pipe,23.0,LF,PIPING_DRAINAGE,PIPING_UTILITY,kw_piping_drainage
235,4,0021,UNCLASSIFIED,,Storm Sewer Pipe,12-Inch,12-Inch Storm Sewer Pipe,UNCLASSIFIED - Storm Sewer Pipe,51.0,LF,PIPING_DRAINAGE,PIPING_UTILITY,kw_piping_drainage
