item_id,project_id,line_no,item_group,item_subgroup,specification,pay_item_description,item_description_raw,item_label,pop_wbs_code,wbs_description,wbs_rule_id
1076,22,0015,ELECTRICAL,POWER_DISTRIBUTION,260500,"Electrical Feeds to Panels (Existing 3.5"" Conduit)","Electrical Feeds to Panels (Existing 3.5"" Conduit) (Section 260500)","Electrical Feeds to Panels (Existing 3.5"" Conduit) (Section 260500)",1.5.D50.260500,Electrical Distribution,electrical_distribution
1077,22,0015,ELECTRICAL,EV_CHARGING,263343,Electrical Charging Units (Primary Units),Electrical Charging Units (Primary Units) (Section 263343),Electrical Charging Units (Primary Units) (Section 263343),1.5.D50.260500,Electrical Distribution,electrical_distribution
1078,22,0015,SITEWORK_MISC,FENCING_GUARDRAIL_BOLLARDS,347115,Guard Rail,Guard Rail (Section 347115),Guard Rail (Section 347115),,REVIEW_NEEDED,fallback_review
1079,22,0016,ELECTRICAL,POWER_DISTRIBUTION,260500,Electrical Equipment Rack - Panel Connected,Electrical Equipment Rack - Panel Connected (Section 260500),Electrical Equipment Rack - Panel Connected (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution
1080,22,0016,ELECTRICAL,POWER_DISTRIBUTION,260500,"Electrical Feeds to Enclosed Circuit Breakers (2.5"" Conduit)","Electrical Feeds to Enclosed Circuit Breakers (2.5"" Conduit) (Section 260500)","Electrical Feeds to Enclosed Circuit Breakers (2.5"" Conduit) (Section 260500)",1.5.D50.260500,Electrical Distribution,electrical_distribution
1081,22,0016,ELECTRICAL,POWER_DISTRIBUTION,260500,Training,Training (Section 260500),Training (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution
1082,22,0016,ELECTRICAL,EV_CHARGING,263343,Electrical Charging Units (Primary Units),Electrical Charging Units (Primary Units) (Section 263343),Electrical Charging Units (Primary Units) (Section 263343),1.5.D50.260500,Electrical Distribution,electrical_distribution
1083,22,0016,ELECTRICAL,EV_CHARGING,263343,Electrical Charging Units (Secondary Units),Electrical Charging Units (Secondary Units) (Section 263343),Electrical Charging Units (Secondary Units) (Section 263343),1.5.D50.260500,Electrical Distribution,electrical_distribution
1084,22,0017,ELECTRICAL,POWER_DISTRIBUTION,260500,"Electrical Feeds to Enclosed Circuit Breakers (3/4"" Conduit)","Electrical Feeds to Enclosed Circuit Breakers (3/4"" Conduit) (Section 260500)","Electrical Feeds to Enclosed Circuit Breakers (3/4"" Conduit) (Section 260500)",1.5.D50.260500,Electrical Distribution,electrical_distribution
1085,22,0017,ELECTRICAL,POWER_DISTRIBUTION,260500,New Electrical Panels,"New Electrical Panels, 800A (Section 260500)",New Electrical Panels (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution
1086,22,0017,ELECTRICAL,EV_CHARGING,263343,Electrical Charging Units (Primary Units),Electrical Charging Units (Primary Units) (Section 263343),Electrical Charging Units (Primary Units) (Section 263343),1.5.D50.260500,Electrical Distribution,electrical_distribution
1087,22,0017,ELECTRICAL,EV_CHARGING,263343,Electrical Charging Units (Secondary Units),Electrical Charging Units (Secondary Units) (Section 263343),Electrical Charging Units (Secondary Units) (Section 263343),1.5.D50.260500,Electrical Distribution,electrical_distribution
1088,22,0017,ELECTRICAL,TELECOM_IT,271000,Network Termination Enclosure,Network Termination Enclosure (Section 271000),Network Termination Enclosure (Section 271000),1.5.D50.271000,Communications,electrical_comms
1089,22,0018,ELECTRICAL,POWER_DISTRIBUTION,260500,"Electrical Feeds to Panels (Existing 3.5"" Conduit)","Electrical Feeds to Panels (Existing 3.5"" Conduit) (Section 260500)","Electrical Feeds to Panels (Existing 3.5"" Conduit) (Section 260500)",1.5.D50.260500,Electrical Distribution,electrical_distribution
1090,22,0018,ELECTRICAL,EV_CHARGING,263343,Electrical Charging Units (Primary Units),Electrical Charging Units (Primary Units) (Section 263343),Electrical Charging Units (Primary Units) (Section 263343),1.5.D50.260500,Electrical Distribution,electrical_distribution
1091,22,0018,ELECTRICAL,EV_CHARGING,263343,Electrical Charging Units (Secondary Units),Electrical Charging Units (Secondary Units) (Section 263343),Electrical Charging Units (Secondary Units) (Section 263343),1.5.D50.260500,Electrical Distribution,electrical_distribution
1092,22,0018,ELECTRICAL,TELECOM_IT,271000,"Data Equipment Rack & Data Connections 1"" Conduit","Data Equipment Rack & Data Connections 1"" Conduit (Section 271000)","Data Equipment Rack & Data Connections 1"" Conduit (Section 271000)",1.5.D50.271000,Communications,electrical_comms
1093,22,0018,ELECTRICAL,TELECOM_IT,271000,Network Termination Enclosure,Network Termination Enclosure (Section 271000),Network Termination Enclosure (Section 271000),1.5.D50.271000,Communications,electrical_comms
1094,22,0019,ELECTRICAL,POWER_DISTRIBUTION,260500,Electrical Equipment Rack - Panel Connected,Electrical Equipment Rack - Panel Connected (Section 260500),Electrical Equipment Rack - Panel Connected (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution
1095,22,0019,ELECTRICAL,EV_CHARGING,263343,Electrical Charging Units (Secondary Units),Electrical Charging Units (Secondary Units) (Section 263343),Electrical Charging Units (Secondary Units) (Section 263343),1.5.D50.260500,Electrical Distribution,electrical_distribution
1096,22,0019,ELECTRICAL,TELECOM_IT,271000,Data Drop to Each Enclosure and Chargers,Data Drop to Each Enclosure and Chargers (Section 271000),Data Drop to Each Enclosure and Chargers (Section 271000),1.5.D50.271000,Communications,electrical_comms
1097,22,0019,ELECTRICAL,TELECOM_IT,271000,"Data Equipment Rack & Data Connections 1"" Conduit","Data Equipment Rack & Data Connections 1"" Conduit (Section 271000)","Data Equipment Rack & Data Connections 1"" Conduit (Section 271000)",1.5.D50.271000,Communications,electrical_comms
1098,22,0019,ELECTRICAL,TELECOM_IT,271000,Network Termination Enclosure,Network Termination Enclosure (Section 271000),Network Termination Enclosure (Section 271000),1.5.D50.271000,Communications,electrical_comms
1099,22,0020,ELECTRICAL,POWER_DISTRIBUTION,260500,New Electrical Panels,"New Electrical Panels, 800A (Section 260500)",New Electrical Panels (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution
1100,22,0020,ELECTRICAL,TELECOM_IT,271000,Data Drop to Each Enclosure and Chargers,Data Drop to Each Enclosure and Chargers (Section 271000),Data Drop to Each Enclosure and Chargers (Section 271000),1.5.D50.271000,Communications,electrical_comms
1101,22,0020,ELECTRICAL,TELECOM_IT,271000,"Data Equipment Rack & Data Connections 1"" Conduit","Data Equipment Rack & Data Connections 1"" Conduit (Section 271000)","Data Equipment Rack & Data Connections 1"" Conduit (Section 271000)",1.5.D50.271000,Communications,electrical_comms
1102,22,0020,ELECTRICAL,TELECOM_IT,271000,Network Termination Enclosure,Network Termination Enclosure (Section 271000),Network Termination Enclosure (Section 271000),1.5.D50.271000,Communications,electrical_comms
1103,22,0021,ELECTRICAL,EV_CHARGING,263343,Electrical Charging Units (Primary Units),Electrical Charging Units (Primary Units) (Section 263343),Electrical Charging Units (Primary Units) (Section 263343),1.5.D50.260500,Electrical Distribution,electrical_distribution
1104,22,0021,ELECTRICAL,TELECOM_IT,271000,Data Drop to Each Enclosure and Chargers,Data Drop to Each Enclosure and Chargers (Section 271000),Data Drop to Each Enclosure and Chargers (Section 271000),1.5.D50.271000,Communications,electrical_comms
1105,22,0021,ELECTRICAL,TELECOM_IT,271000,"Data Equipment Rack & Data Connections 1"" Conduit","Data Equipment Rack & Data Connections 1"" Conduit (Section 271000)","Data Equipment Rack & Data Connections 1"" Conduit (Section 271000)",1.5.D50.271000,Communications,electrical_comms
1106,22,0022,ELECTRICAL,EV_CHARGING,263343,Electrical Charging Units (Secondary Units),Electrical Charging Units (Secondary Units) (Section 263343),Electrical Charging Units (Secondary Units) (Section 263343),1.5.D50.260500,Electrical Distribution,electrical_distribution
1107,22,0022,ELECTRICAL,TELECOM_IT,271000,Data Drop to Each Enclosure and Chargers,Data Drop to Each Enclosure and Chargers (Section 271000),Data Drop to Each Enclosure and Chargers (Section 271000),1.5.D50.271000,Communications,electrical_comms
1108,22,0023,ELECTRICAL,TELECOM_IT,271000,Network Termination Enclosure,Network Termination Enclosure (Section 271000),Network Termination Enclosure (Section 271000),1.5.D50.271000,Communications,electrical_comms
1109,22,0024,ELECTRICAL,TELECOM_IT,271000,"Data Equipment Rack & Data Connections 1"" Conduit","Data Equipment Rack & Data Connections 1"" Conduit (Section 271000)","Data Equipment Rack & Data Connections 1"" Conduit (Section 271000)",1.5.D50.271000,Communications,electrical_comms
1110,22,0025,ELECTRICAL,TELECOM_IT,271000,Data Drop to Each Enclosure and Chargers,Data Drop to Each Enclosure and Chargers (Section 271000),Data Drop to Each Enclosure and Chargers (Section 271000),1.5.D50.271000,Communications,electrical_comms
1111,23,0001,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,012200,Sweeper,Sweeper (Section 012200),Sweeper (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities
1112,23,0001,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,C-105,Mobilization,Mobilization (Item C-105),Mobilization (Item C-105),1.7.Z10.015000,Temporary Facilities,temp_facilities
1113,23,0002,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,012200,Security Control Monitoring,Security Control Monitoring (Section 012200),Security Control Monitoring (Section 012200),1.6.F10.281300,Access Control,temp_security_access_control
1114,23,0002,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Cold Milling,3-5 Inch Cold Milling (Item P-101),Cold Milling (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
1115,23,0003,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,012200,Work Zone Traffic Control,Work Zone Traffic Control (Section 012200),Work Zone Traffic Control (Section 012200),1.7.Z10.013500,Safety & Controls,temp_safety_controls
1116,23,0003,ROADWORK_PAVING,PAVING_EARTHWORK,P-401,Asphalt Surface Course,Asphalt Surface Course (Item P-401),Asphalt Surface Course (Item P-401),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
1117,23,0004,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,012200,Escort,Escort (Section 012200),Escort (Section 012200),1.7.Z10.013500,Safety & Controls,temp_safety_controls
1118,23,0004,ROADWORK_PAVING,PAVING_EARTHWORK,P-603,Emulsified Asphalt Tack Coat,Emulsified Asphalt Tack Coat (Item P-603),Emulsified Asphalt Tack Coat (Item P-603),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
1119,23,0005,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,C-102,Inlet Protection,Inlet Protection (Item C-102),Inlet Protection (Item C-102),1.7.Z10.015000,Temporary Facilities,temp_facilities
1120,23,0005,ROADWORK_PAVING,PAVING_EARTHWORK,P-620,Permanent Pavement Marking,Permanent Pavement Marking (Item P-620),Permanent Pavement Marking (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings
1121,23,0006,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,C-105,Mobilization,Mobilization (Item C-105),Mobilization (Item C-105),1.7.Z10.015000,Temporary Facilities,temp_facilities
1122,23,0006,ROADWORK_PAVING,PAVING_EARTHWORK,P-620,Reflective Media,Reflective Media (Item P-620),Reflective Media (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings
1123,23,0007,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Pavement Removal,"Pavement Removal (Full Depth Asphalt Concrete, 4-17.5 Inches) (Item P-101)",Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
1124,23,0007,ROADWORK_PAVING,PAVING_EARTHWORK,P-620,Temporary Pavement Marking,Temporary Pavement Marking (Item P-620),Temporary Pavement Marking (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings
1125,23,0008,DEMOLITION_REMEDIATION,DEMOLITION_REMEDIATION,026100,Contaminated Material Excavation and Disposal,Contaminated Material Excavation and Disposal (Section 026100),Contaminated Material Excavation and Disposal (Section 026100),,REVIEW_NEEDED,fallback_review
1126,23,0008,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Joint and Crack Repair,Joint and Crack Repair (Item P-101),Joint and Crack Repair (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
1127,23,0009,ELECTRICAL,AIRFIELD_LIGHTING,L-108,"No. 8 AWG, 5kV, L-824, Type C Cable, Installed in Trench, Duct Bank or Conduit","No. 8 AWG, 5kV, L-824, Type C Cable, Installed in Trench, Duct Bank or Conduit (Item L-108)","No. 8 AWG, 5kV, L-824, Type C Cable, Installed in Trench, Duct Bank or Conduit (Item L-108)",1.5.D50.260519,Conductors,electrical_conductors_l108
1128,23,0009,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Cold Milling,3-5 Inch Cold Milling (Item P-101),Cold Milling (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
1129,23,0010,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install Elevated Taxiway Edge Light on Existing Base Can with PF Transformer,Install Elevated Taxiway Edge Light on Existing Base Can with PF Transformer (Section 344300),Install Elevated Taxiway Edge Light on Existing Base Can with PF Transformer (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
1130,23,0010,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Removal of Pipe and other Buried Structures,Removal of Pipe and other Buried Structures (Item P-101),Removal of Pipe and Other Buried Structures (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
1131,23,0011,ELECTRICAL,AIRFIELD_LIGHTING,344301,Adjust Existing Taxiway Centerline Light to New Finish Elevation,Adjust Existing Taxiway Centerline Light to New Finish Elevation (Section 344301),Adjust Existing Taxiway Centerline Light to New Finish Elevation (Section 344301),1.5.D50.344300,Airfield Lighting,airfield_lighting
1132,23,0011,ROADWORK_PAVING,PAVING_EARTHWORK,P-152,Unclassified Excavation,Unclassified Excavation (Item P-152),Unclassified Excavation (Item P-152),1.3.G20.311000,Earthwork,site_earthwork
1133,23,0012,ROADWORK_PAVING,PAVING_EARTHWORK,P-152,Existing Subgrade Stabilzation,Existing Subgrade Stabilzation (Item P-152),Existing Subgrade Stabilzation (Item P-152),1.3.G20.311000,Earthwork,site_earthwork
1134,23,0013,ROADWORK_PAVING,PAVING_EARTHWORK,P-154,Subbase Course,Subbase Course (Item P-154),Subbase Course (Item P-154),1.3.G20.321000,Aggregate Base,site_aggregate_base
1135,23,0014,ROADWORK_PAVING,PAVING_EARTHWORK,P-154,Separation Geotextile,Separation Geotextile (Item P-154),Separation Geotextile (Item P-154),1.3.G20.321000,Aggregate Base,site_aggregate_base
1136,23,0015,ROADWORK_PAVING,PAVING_EARTHWORK,P-209,Crushed Aggregate Base Course,Crushed Aggregate Base Course (Item P-209),Crushed Aggregate Base Course (Item P-209),1.3.G20.321000,Aggregate Base,site_aggregate_base
1137,23,0016,ROADWORK_PAVING,PAVING_EARTHWORK,P-401,Asphalt Surface Course,Asphalt Surface Course (Item P-401),Asphalt Surface Course (Item P-401),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
1138,23,0017,ROADWORK_PAVING,PAVING_EARTHWORK,P-403,Asphalt Mixture Base Course,Asphalt Mixture Base Course (Item P-403),Asphalt Mixture Base Course (Item P-403),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
1139,23,0018,ROADWORK_PAVING,PAVING_EARTHWORK,P-603,Emulsified Asphalt Tack Coat,Emulsified Asphalt Tack Coat (Item P-603),Emulsified Asphalt Tack Coat (Item P-603),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
1140,23,0019,ROADWORK_PAVING,PAVING_EARTHWORK,P-605,Joint Sealing Filler,Joint Sealing Filler (Item P-605),Joint Sealing Filler (Item P-605),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
1141,23,0020,ROADWORK_PAVING,PAVING_EARTHWORK,P-606,Adhesive Compound,Adhesive Compound (Item P-606),Adhesive Compound (Item P-606),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
1142,23,0021,ROADWORK_PAVING,PAVING_EARTHWORK,P-610,Structural Portland Cement Concrete,Structural Portland Cement Concrete (Item P-610),Structural Portland Cement Concrete (Item P-610),,REVIEW_NEEDED,fallback_review
1143,23,0022,ROADWORK_PAVING,PAVING_EARTHWORK,P-620,Surface Preparation,Surface Preparation (Item P-620),Surface Preparation (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings
1144,23,0023,ROADWORK_PAVING,PAVING_EARTHWORK,P-620,Permanent Pavement Marking,Permanent Pavement Marking (Item P-620),Permanent Pavement Marking (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings
1145,23,0024,ROADWORK_PAVING,PAVING_EARTHWORK,P-620,Reflective Media,Reflective Media (Item P-620),Reflective Media (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings
1146,23,0025,ROADWORK_PAVING,PAVING_EARTHWORK,P-620,Temporary Pavement Marking,Temporary Pavement Marking (Item P-620),Temporary Pavement Marking (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings
1147,23,0026,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-701,STS Drain Pipe,STS Drain Pipe (18-inch) (Item D-701),STS Drain Pipe (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe
1148,23,0027,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-701,STS Drain Pipe,STS Drain Pipe (24-inch) (Item D-701),STS Drain Pipe (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe
1149,23,0028,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-705,Perforated Underdrain Pipe,Perforated Underdrain Pipe (6-inch) (Item D-705),Perforated Underdrain Pipe (Item D-705),1.4.G30.334000,Storm Sewer,storm_sewer_pipe
1150,23,0029,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-705,Non - Perforated Underdrain Pipe,Non-Perforated Underdrain Pipe (6-inch) (Item D-705),Non - Perforated Underdrain Pipe (Item D-705),1.4.G30.334000,Storm Sewer,storm_sewer_pipe
1151,23,0030,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-751,Manholes,60-Inch Manholes (Item D-751),Manholes (Item D-751),1.4.G30.334213,Manholes,manholes_structures
1152,23,0031,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-751,Catch Basins,Catch Basins (Item D-751),Catch Basins (Item D-751),1.4.G30.334213,Manholes,manholes_structures
1153,23,0032,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-751,Underdrain Cleanout,Underdrain Cleanout (Item D-751),Underdrain Cleanout (Item D-751),1.4.G30.334213,Manholes,manholes_structures
1154,23,0033,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-751,Connect to Existing Catch Basin/Manhole,Connect to Existing Catch Basin/Manhole (Item D-751),Connect to Existing Catch Basin/Manhole (Item D-751),1.4.G30.334213,Manholes,manholes_structures
1155,23,0034,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-751,Manhole Catch Basin,60-Inch Manhole Catch Basin (Item D-751),Manhole Catch Basin (Item D-751),1.4.G30.334213,Manholes,manholes_structures
1156,23,0035,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,T-901,Seeding,Seeding (Item T-901),Seeding (Item T-901),1.3.G20.329219,Seeding,landscape_seeding
1157,23,0036,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,T-905,Topsoil (Obtained on Site or Removed from Stockpile),"Topsoil (Obtained on Site or Removed from Stockpile) (3"") (Item T-905)",Topsoil (Obtained on Site or Removed from Stockpile) (Item T-905),1.3.G20.329113,Topsoiling,landscape_topsoil
1158,23,0037,ELECTRICAL,AIRFIELD_LIGHTING,L-108,"No. 8 AWG, 5kV, L-824, Type C Cable, Installed in Trench, Duct Bank or Conduit","No. 8 AWG, 5kV, L-824, Type C Cable, Installed in Trench, Duct Bank or Conduit (Item L-108)","No. 8 AWG, 5kV, L-824, Type C Cable, Installed in Trench, Duct Bank or Conduit (Item L-108)",1.5.D50.260519,Conductors,electrical_conductors_l108
1159,23,0038,ELECTRICAL,AIRFIELD_LIGHTING,L-108,"No. 12 AWG, 600V, Cable, Installed in Conduit","No. 12 AWG, 600V, Cable, Installed in Conduit (Item L-108)","No. 12 AWG, 600V, Cable, Installed in Conduit (Item L-108)",1.5.D50.260519,Conductors,electrical_conductors_l108
1160,23,0039,ELECTRICAL,AIRFIELD_LIGHTING,L-108,"No. 6 AWG, Solid, Bare Counterpoise Wire, Installed in Trench, Above the Duct Bank or Conduit, Including Connections/Terminations","No. 6 AWG, Solid, Bare Counterpoise Wire, Installed in Trench, Above the Duct Bank or Conduit, Including Connections/Terminations (Item L-108)","No. 6 AWG, Solid, Bare Counterpoise Wire, Installed in Trench, Above the Duct Bank or Conduit, Including Connections/Terminations (Item L-108)",1.5.D50.260519,Conductors,electrical_conductors_l108
1161,23,0040,ELECTRICAL,AIRFIELD_LIGHTING,L-108,Counterpoise Ground Rod,"Counterpoise Ground Rod, 10-Ft Long (Item L-108)",Counterpoise Ground Rod (Item L-108),1.5.D50.260519,Conductors,electrical_conductors_l108
1162,23,0041,ELECTRICAL,AIRFIELD_LIGHTING,L-110,PVC Encased in Concrete in new Structural AC,2-Inch PVC Encased in Concrete in new Structural AC (Item L-110),PVC Encased in Concrete in New Structural AC (Item L-110),1.5.D50.260533,Raceways,electrical_raceways_l110
1163,23,0042,ELECTRICAL,AIRFIELD_LIGHTING,L-110,PVC in Existing Structural AC,2-Inch PVC in Existing Structural AC (Item L-110),PVC in Existing Structural AC (Item L-110),1.5.D50.260533,Raceways,electrical_raceways_l110
1164,23,0043,ELECTRICAL,AIRFIELD_LIGHTING,L-110,PVC Direct Buried in Grass,2-Inch PVC Direct Buried in Grass (Item L-110),PVC Direct Buried in Grass (Item L-110),1.5.D50.260533,Raceways,electrical_raceways_l110
1165,23,0044,ELECTRICAL,AIRFIELD_LIGHTING,L-110,PVC under New AC Shoulder,2-Inch PVC under New AC Shoulder (Item L-110),PVC under New AC Shoulder (Item L-110),1.5.D50.260533,Raceways,electrical_raceways_l110
1166,23,0045,ELECTRICAL,AIRFIELD_LIGHTING,L-110,IMC under New AC Shoulder,1.5-Inch IMC under New AC Shoulder (Item L-110),IMC under New AC Shoulder (Item L-110),1.5.D50.260533,Raceways,electrical_raceways_l110
1167,23,0046,ELECTRICAL,POWER_DISTRIBUTION,265000,General Electrical Removal,General Electrical Removal (Section 265000),General Electrical Removal (Section 265000),1.5.D50.260500,Electrical Distribution,electrical_distribution
1168,23,0047,ELECTRICAL,POWER_DISTRIBUTION,265000,Temporary Circuit Connection,Temporary Circuit Connection (Section 265000),Temporary Circuit Connection (Section 265000),1.5.D50.260500,Electrical Distribution,electrical_distribution
1169,23,0048,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install Elevated Taxiway Edge Light on Existing Base Can with PF Transformer,Install Elevated Taxiway Edge Light on Existing Base Can with PF Transformer (Section 344300),Install Elevated Taxiway Edge Light on Existing Base Can with PF Transformer (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
1170,23,0049,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install Elevated Runway Guard Light on Existing Base Can with PF Transformer,Install Elevated Runway Guard Light on Existing Base Can with PF Transformer (Section 344300),Install Elevated Runway Guard Light on Existing Base Can with PF Transformer (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
1171,23,0050,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install Elevated Red Stop Bar Light on Existing Base Can with PF Transformer,Install Elevated Red Stop Bar Light on Existing Base Can with PF Transformer (Section 344300),Install Elevated Red Stop Bar Light on Existing Base Can with PF Transformer (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
1172,23,0051,ELECTRICAL,AIRFIELD_LIGHTING,344300,"Install Taxiway Centerline Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer","Install Taxiway Centerline Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)","Install Taxiway Centerline Light on PF Base Can, PF Extension, PF Flange Ring and CF Transformer (Section 344300)",1.5.D50.344300,Airfield Lighting,airfield_lighting
1173,23,0052,ELECTRICAL,AIRFIELD_LIGHTING,344300,"Install Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer","Install Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)","Install Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring and CF Transformer (Section 344300)",1.5.D50.344300,Airfield Lighting,airfield_lighting
1174,23,0053,ELECTRICAL,AIRFIELD_LIGHTING,344300,"Install Elevated Runway Guard Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer","Install Elevated Runway Guard Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)","Install Elevated Runway Guard Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)",1.5.D50.344300,Airfield Lighting,airfield_lighting
1175,23,0054,ELECTRICAL,AIRFIELD_LIGHTING,344300,"Install Elevated Red Stop Bar Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer","Install Elevated Red Stop Bar Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)","Install Elevated Red Stop Bar Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer (Section 344300)",1.5.D50.344300,Airfield Lighting,airfield_lighting
1176,23,0055,ELECTRICAL,AIRFIELD_LIGHTING,344300,"Install In-Pavement Runway Guard/Stop Bar Light on PF Base Can, PF Extension, PF Flange Ring and CF Transformer","Install In-Pavement Runway Guard/Stop Bar Light on PF Base Can, PF Extension, PF Flange Ring and CF Transformer (Section 344300)","Install In-Pavement Runway Guard/Stop Bar Light on PF Base Can, PF Extension, PF Flange Ring and CF Transformer (Section 344300)",1.5.D50.344300,Airfield Lighting,airfield_lighting
1177,23,0056,ELECTRICAL,AIRFIELD_LIGHTING,344300,"Install PF Base Can, PF Extension, PF Flange Ring and PF Cover Plate","Install PF Base Can, PF Extension, PF Flange Ring and PF Cover Plate (Section 344300)","Install PF Base Can, PF Extension, PF Flange Ring and PF Cover Plate (Section 344300)",1.5.D50.344300,Airfield Lighting,airfield_lighting
1178,23,0057,ELECTRICAL,AIRFIELD_LIGHTING,344301,Adjust Existing Taxiway Centerline Light to New Finish Elevation,Adjust Existing Taxiway Centerline Light to New Finish Elevation (Section 344301),Adjust Existing Taxiway Centerline Light to New Finish Elevation (Section 344301),1.5.D50.344300,Airfield Lighting,airfield_lighting
1179,23,0058,ELECTRICAL,AIRFIELD_LIGHTING,344301,Adjust Existing In-Pavement Runway Guard/Stop Bar Light to New Finish Elevation,Adjust Existing In-Pavement Runway Guard/Stop Bar Light to New Finish Elevation (Section 344301),Adjust Existing In-Pavement Runway Guard/Stop Bar Light to New Finish Elevation (Section 344301),1.5.D50.344300,Airfield Lighting,airfield_lighting
1180,23,0059,ELECTRICAL,AIRFIELD_SIGNAGE,344302,Sign A5-1,Sign A5-1 (Section 344302),Sign A5-1 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage
1181,23,0060,ELECTRICAL,AIRFIELD_SIGNAGE,344302,Sign A5-6,Sign A5-6 (Section 344302),Sign A5-6 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage
1182,23,0061,ELECTRICAL,AIRFIELD_SIGNAGE,344302,Sign A5-7,Sign A5-7 (Section 344302),Sign A5-7 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage
1183,23,0062,ELECTRICAL,AIRFIELD_SIGNAGE,344302,Sign A5-8,Sign A5-8 (Section 344302),Sign A5-8 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage
