item_id,project_id,line_no,item_group,item_subgroup,specification,pay_item_description,item_description_raw,item_label,pop_wbs_code,wbs_description,wbs_rule_id
298,7,0010,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,PCC Pavement Removal,PCC Pavement Removal - 3-Inch Depth (Item P-101),PCC Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
299,7,0011,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,PCC Pavement Removal,PCC Pavement Removal - 4-Inch Depth (Item P-101),PCC Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
300,7,0012,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,PCC Pavement Removal,PCC Pavement Removal - 16-Inch Depth (Item P-101),PCC Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
301,7,0013,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Asphalt Pavement Removal,Asphalt Pavement Removal - 3-Inch Depth (Item P-101),Asphalt Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
302,7,0014,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Asphalt Pavement Removal,Asphalt Pavement Removal - 6-Inch Depth (Item P-101),Asphalt Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
303,7,0015,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Asphalt Pavement Removal,Asphalt Pavement Removal - 9-Inch Depth (Item P-101),Asphalt Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
304,7,0016,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Asphalt Pavement Removal,Asphalt Pavement Removal - 12-Inch Depth (Item P-101),Asphalt Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
305,7,0017,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Asphalt Pavement Removal,Asphalt Pavement Removal - 15-Inch Depth (Item P-101),Asphalt Pavement Removal (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
306,7,0018,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Joint and Crack Repair,Joint and Crack Repair (Item P-101),Joint and Crack Repair (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
307,7,0019,ROADWORK_PAVING,PAVING_EARTHWORK,P-101,Cold Milling,Cold Milling - 3-Inch Maximum Depth (Item P-101),Cold Milling (Item P-101),1.2.G40.321216,Pavement Removal,airfield_pavement_removal
308,7,0020,ROADWORK_PAVING,PAVING_EARTHWORK,P-152,Unclassified Excavation,Unclassified Excavation (Item P-152),Unclassified Excavation (Item P-152),1.3.G20.311000,Earthwork,site_earthwork
309,7,0021,ROADWORK_PAVING,PAVING_EARTHWORK,P-152,Unsuitable Excavation,Unsuitable Excavation (Item P-152),Unsuitable Excavation (Item P-152),1.3.G20.311000,Earthwork,site_earthwork
310,7,0022,ROADWORK_PAVING,PAVING_EARTHWORK,P-152,Geotextile,Geotextile (Item P-152),Geotextile (Item P-152),1.3.G20.311000,Earthwork,site_earthwork
311,7,0023,ROADWORK_PAVING,PAVING_EARTHWORK,P-153,Controlled Low - Strength Material,Controlled Low-Strength Material (Item P-153),Controlled Low - Strength Material (Item P-153),1.3.G20.311000,Earthwork,site_earthwork
312,7,0024,ROADWORK_PAVING,PAVING_EARTHWORK,P-154,Subbase Course,Subbase Course (Item P-154),Subbase Course (Item P-154),1.3.G20.321000,Aggregate Base,site_aggregate_base
313,7,0025,ROADWORK_PAVING,PAVING_EARTHWORK,P-156,Installation and Removal of Silt Fence,Installation and Removal of Silt Fence (Item P-156),Installation and Removal of Silt Fence (Item P-156),1.3.G20.321000,Aggregate Base,site_aggregate_base
314,7,0026,ROADWORK_PAVING,PAVING_EARTHWORK,P-209,Crushed Aggregate Base Course,Crushed Aggregate Base Course (Item P-209),Crushed Aggregate Base Course (Item P-209),1.3.G20.321000,Aggregate Base,site_aggregate_base
315,7,0027,ROADWORK_PAVING,PAVING_EARTHWORK,P-401,Bituminous Surface Course,Bituminous Surface Course (Item P-401),Bituminous Surface Course (Item P-401),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
316,7,0028,ROADWORK_PAVING,PAVING_EARTHWORK,P-403,HMA Base Course,HMA Base Course (Item P-403),HMA Base Course (Item P-403),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
317,7,0029,ROADWORK_PAVING,PAVING_EARTHWORK,P-501,Portland Cement Concrete Pavement,Portland Cement Concrete Pavement (Item P-501),Portland Cement Concrete Pavement (Item P-501),1.2.G40.321313,Concrete Paving,airfield_concrete_paving
318,7,0030,ROADWORK_PAVING,PAVING_EARTHWORK,P-602,Bituminous Prime Coat,Bituminous Prime Coat (Item P-602),Bituminous Prime Coat (Item P-602),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
319,7,0031,ROADWORK_PAVING,PAVING_EARTHWORK,P-603,Bituminous Tack Coat,Bituminous Tack Coat (Item P-603),Bituminous Tack Coat (Item P-603),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
320,7,0032,ROADWORK_PAVING,PAVING_EARTHWORK,P-604,Compression Joint Seals for Concrete Pavement,Compression Joint Seals for Concrete Pavement (Item P-604),Compression Joint Seals for Concrete Pavement (Item P-604),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
321,7,0033,ROADWORK_PAVING,PAVING_EARTHWORK,P-605,Joint Sealing Filler,Joint Sealing Filler (Item P-605),Joint Sealing Filler (Item P-605),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
322,7,0034,ROADWORK_PAVING,PAVING_EARTHWORK,P-606,Adhesive Compound,Adhesive Compound (Item P-606),Adhesive Compound (Item P-606),1.2.G40.321216,Airfield Asphalt,airfield_asphalt
323,7,0035,ROADWORK_PAVING,PAVING_EARTHWORK,P-610,Structural Portland Cement Concrete,Structural Portland Cement Concrete (Item P-610),Structural Portland Cement Concrete (Item P-610),,REVIEW_NEEDED,fallback_review
324,7,0036,ROADWORK_PAVING,PAVING_EARTHWORK,P-610,Steel Reinforcement,Steel Reinforcement (Item P-610),Steel Reinforcement (Item P-610),,REVIEW_NEEDED,fallback_review
325,7,0037,ROADWORK_PAVING,PAVING_EARTHWORK,P-620,Runway and Taxiway Marking,Runway and Taxiway Marking (Item P-620),Runway and Taxiway Marking (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings
326,7,0038,ROADWORK_PAVING,PAVING_EARTHWORK,P-620,Reflective Media,Reflective Media (Item P-620),Reflective Media (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings
327,7,0039,ROADWORK_PAVING,PAVING_EARTHWORK,P-620,Preformed Markings,Preformed Markings (Item P-620),Preformed Markings (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings
328,7,0040,ROADWORK_PAVING,PAVING_EARTHWORK,P-620,Phasing Pavement Marking,Phasing Pavement Marking (Item P-620),Phasing Pavement Marking (Item P-620),1.2.G40.321723,Pavement Markings,airfield_markings
329,7,0041,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-701,STS Pipe,4-Inch STS Pipe (Item D-701),STS Pipe (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe
330,7,0042,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-701,STS Pipe,6-Inch STS Pipe (Item D-701),STS Pipe (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe
331,7,0043,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-701,STS Pipe,12-Inch STS Pipe (Item D-701),STS Pipe (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe
332,7,0044,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-701,STS Pipe,24-Inch STS Pipe (Item D-701),STS Pipe (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe
333,7,0045,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-701,STS Pipe,30-Inch STS Pipe (Item D-701),STS Pipe (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe
334,7,0046,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-701,STS Pipe,48-Inch STS Pipe (Item D-701),STS Pipe (Item D-701),1.4.G30.334000,Storm Sewer,storm_sewer_pipe
335,7,0047,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-705,Perforated Pipe,6-Inch Perforated Pipe (Item D-705),Perforated Pipe (Item D-705),1.4.G30.334000,Storm Sewer,storm_sewer_pipe
336,7,0048,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-751,"Diameter Manhole, Type A","48-Inch Diameter Manhole, Type A (Item D-751)","Diameter Manhole, Type A (Item D-751)",1.4.G30.334213,Manholes,manholes_structures
337,7,0049,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-751,"Diameter Manhole, Type A","72-Inch Diameter Manhole, Type A (Item D-751)","Diameter Manhole, Type A (Item D-751)",1.4.G30.334213,Manholes,manholes_structures
338,7,0050,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-751,"Diameter Manhole, Type A","84-Inch Diameter Manhole, Type A (Item D-751)","Diameter Manhole, Type A (Item D-751)",1.4.G30.334213,Manholes,manholes_structures
339,7,0051,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-751,"Diameter Manhole, Type A","96-Inch Diameter Manhole, Type A (Item D-751)","Diameter Manhole, Type A (Item D-751)",1.4.G30.334213,Manholes,manholes_structures
340,7,0052,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,D-751,Catch Basins,Catch Basins (Item D-751),Catch Basins (Item D-751),1.4.G30.334213,Manholes,manholes_structures
341,7,0053,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,T-901,Seeding,Seeding (Item T-901),Seeding (Item T-901),1.3.G20.329219,Seeding,landscape_seeding
342,7,0054,LANDSCAPE_ENVIRONMENTAL,LANDSCAPING_REVEGETATION,T-905,Topsoiling,Topsoiling (Item T-905),Topsoiling (Item T-905),1.3.G20.329113,Topsoiling,landscape_topsoil
343,7,0055,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,312300,"Removal of Existing Storm Pipe, Manholes, and Inlets","Removal of Existing Storm Pipe, Manholes, and Inlets (Section 312300)","Removal of Existing Storm Pipe, Manholes, and Inlets (Section 312300)",1.4.G30.334000,Storm Sewer,drainage_misc
344,7,0056,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,312300,Connection to Existing Storm Drainage System,Connection to Existing Storm Drainage System (Section 312300),Connection to Existing Storm Drainage System (Section 312300),1.4.G30.334000,Storm Sewer,drainage_misc
345,7,0057,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,312300,Existing Manhole Adjustment to Grade,Existing Manhole Adjustment to Grade (Section 312300),Existing Manhole Adjustment to Grade (Section 312300),1.4.G30.334000,Storm Sewer,drainage_misc
346,7,0058,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,312300,Existing Electrical Vault (H-20 Rated) Extension to Finish Grade,Existing Electrical Vault (H-20 Rated) Extension to Finish Grade (Section 312300),Existing Electrical Vault (H-20 Rated) Extension to Finish Grade (Section 312300),1.4.G30.334000,Storm Sewer,drainage_misc
347,7,0059,PIPING_DRAINAGE,DRAINAGE_STRUCTURES,312300,Sanitary Sewer Wet Well Removal,Sanitary Sewer Wet Well Removal (Section 312300),Sanitary Sewer Wet Well Removal (Section 312300),1.4.G30.334000,Storm Sewer,drainage_misc
348,7,0060,ELECTRICAL,AIRFIELD_LIGHTING,L-108,"No. 8 AWG, 5 kV, L-824, Type C Cable Installed in Trench, Duct Bank or Conduit","No. 8 AWG, 5 kV, L-824, Type C Cable Installed in Trench, Duct Bank or Conduit (Item L-108)","No. 8 AWG, 5 kV, L-824, Type C Cable Installed in Trench, Duct Bank or Conduit (Item L-108)",1.5.D50.260519,Conductors,electrical_conductors_l108
349,7,0061,ELECTRICAL,AIRFIELD_LIGHTING,L-108,"No. 6 AWG, Solid, Bare Counterpoise Wire","No. 6 AWG, Solid, Bare Counterpoise Wire (Item L-108)","No. 6 AWG, Solid, Bare Counterpoise Wire (Item L-108)",1.5.D50.260519,Conductors,electrical_conductors_l108
350,7,0062,ELECTRICAL,AIRFIELD_LIGHTING,L-108,Counterpoise Ground Rod,"Counterpoise Ground Rod, 10-Foot Long (Item L-108)",Counterpoise Ground Rod (Item L-108),1.5.D50.260519,Conductors,electrical_conductors_l108
351,7,0063,ELECTRICAL,AIRFIELD_LIGHTING,L-110,PVC,2-Inch PVC (Item L-110),PVC (Item L-110),1.5.D50.260533,Raceways,electrical_raceways_l110
352,7,0064,ELECTRICAL,AIRFIELD_LIGHTING,L-110,GRSC,2-Inch GRSC (Item L-110),GRSC (Item L-110),1.5.D50.260533,Raceways,electrical_raceways_l110
353,7,0065,ELECTRICAL,AIRFIELD_LIGHTING,L-110,1 1/2-Inch GRSC,1 1/2-Inch GRSC (Item L-110),1 1/2-Inch GRSC (Item L-110),1.5.D50.260533,Raceways,electrical_raceways_l110
354,7,0066,ELECTRICAL,POWER_DISTRIBUTION,260500,General Electrical Removal,General Electrical Removal (Section 260500),General Electrical Removal (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution
355,7,0067,ELECTRICAL,POWER_DISTRIBUTION,260500,Temporary Circuit Connection,Temporary Circuit Connection (Section 260500),Temporary Circuit Connection (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution
356,7,0068,ELECTRICAL,AIRFIELD_LIGHTING,344300,"Reinstall Elevated Taxiway Edge Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC","Reinstall Elevated Taxiway Edge Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC (Section 344300)","Reinstall Elevated Taxiway Edge Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC (Section 344300)",1.5.D50.344300,Airfield Lighting,airfield_lighting
357,7,0069,ELECTRICAL,AIRFIELD_LIGHTING,344300,"Reinstall Elevated Taxiway Edge Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in Existing AC","Reinstall Elevated Taxiway Edge Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in Existing AC (Section 344300)","Reinstall Elevated Taxiway Edge Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in Existing AC (Section 344300)",1.5.D50.344300,Airfield Lighting,airfield_lighting
358,7,0070,ELECTRICAL,AIRFIELD_LIGHTING,344300,"Reinstall LED Taxiway Centerline Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC","Reinstall LED Taxiway Centerline Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC (Section 344300)","Reinstall LED Taxiway Centerline Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC (Section 344300)",1.5.D50.344300,Airfield Lighting,airfield_lighting
359,7,0071,ELECTRICAL,AIRFIELD_LIGHTING,344300,"Install PF In-Pavement Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC","Install PF In-Pavement Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC (Section 344300)","Install PF In-Pavement Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC (Section 344300)",1.5.D50.344300,Airfield Lighting,airfield_lighting
360,7,0072,ELECTRICAL,AIRFIELD_LIGHTING,344300,Reinstall Taxiway Edge Light on Existing Base Can with Existing Isolation Transformer,Reinstall Taxiway Edge Light on Existing Base Can with Existing Isolation Transformer (Section 344300),Reinstall Taxiway Edge Light on Existing Base Can with Existing Isolation Transformer (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
361,7,0073,ELECTRICAL,AIRFIELD_LIGHTING,344300,Reinstall Taxiway Centerline Light on Existing Base Can w/ Existing Transformer in Existing AC,Reinstall Taxiway Centerline Light on Existing Base Can w/ Existing Transformer in Existing AC (Section 344300),Reinstall Taxiway Centerline Light on Existing Base Can w/ Existing Transformer in Existing AC (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
362,7,0074,ELECTRICAL,AIRFIELD_LIGHTING,344300,"Reinstall Taxiway Centerline Light on Existing Base Can w/ PF Extension, PF Flange Ring, and Existing Transformer in New AC","Reinstall Taxiway Centerline Light on Existing Base Can w/ PF Extension, PF Flange Ring, and Existing Transformer in New AC (Section 344300)","Reinstall Taxiway Centerline Light on Existing Base Can w/ PF Extension, PF Flange Ring, and Existing Transformer in New AC (Section 344300)",1.5.D50.344300,Airfield Lighting,airfield_lighting
363,7,0075,ELECTRICAL,AIRFIELD_SIGNAGE,344302,Sign V-2,Sign V-2 (Section 344302),Sign V-2 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage
364,7,0076,ELECTRICAL,AIRFIELD_SIGNAGE,344302,Sign V-4,Sign V-4 (Section 344302),Sign V-4 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage
365,7,0077,ELECTRICAL,AIRFIELD_SIGNAGE,344302,Sign V-6,Sign V-6 (Section 344302),Sign V-6 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage
366,7,0078,ELECTRICAL,AIRFIELD_SIGNAGE,344302,Sign A4-6,Sign A4-6 (Section 344302),Sign A4-6 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage
367,7,0079,ELECTRICAL,AIRFIELD_SIGNAGE,344302,Sign A4-7,Sign A4-7 (Section 344302),Sign A4-7 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage
368,7,0080,ELECTRICAL,AIRFIELD_SIGNAGE,344302,Sign A4-9,Sign A4-9 (Section 344302),Sign A4-9 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage
369,7,0081,ELECTRICAL,AIRFIELD_SIGNAGE,344302,Sign A5-3,Sign A5-3 (Section 344302),Sign A5-3 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage
370,7,0082,ELECTRICAL,AIRFIELD_SIGNAGE,344302,Sign A5-4,Sign A5-4 (Section 344302),Sign A5-4 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage
371,7,0083,ELECTRICAL,AIRFIELD_SIGNAGE,344302,Sign V-5,Sign V-5 (Section 344302),Sign V-5 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage
372,7,0084,ELECTRICAL,AIRFIELD_SIGNAGE,344302,Sign A4-13,Sign A4-13 (Section 344302),Sign A4-13 (Section 344302),1.5.D50.344302,Airfield Signage,airfield_signage
373,8,0001,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,012200,"Mobilization, Surveying, Cleanup, and Demobilization","Mobilization, Surveying, Cleanup, and Demobilization (Section 012200)","Mobilization, Surveying, Cleanup, and Demobilization (Section 012200)",1.7.Z10.015000,Temporary Facilities,temp_facilities
374,8,0002,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,012200,Sweeper,Sweeper (Section 012200),Sweeper (Section 012200),1.7.Z10.015000,Temporary Facilities,temp_facilities
375,8,0003,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,012200,Security Control Monitoring,Security Control Monitoring (Section 012200),Security Control Monitoring (Section 012200),1.6.F10.281300,Access Control,temp_security_access_control
376,8,0004,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,012200,Work Zone and Traffic Control,Work Zone and Traffic Control (Section 012200),Work Zone and Traffic Control (Section 012200),1.7.Z10.013500,Safety & Controls,temp_safety_controls
377,8,0005,GENERAL_TEMPORARY,TEMP_TRAFFIC_MOBILIZATION,012200,Escort,Escort (Section 012200),Escort (Section 012200),1.7.Z10.013500,Safety & Controls,temp_safety_controls
378,8,0006,ELECTRICAL,POWER_DISTRIBUTION,260500,General Electrical Removal,General Electrical Removal (Section 260500),General Electrical Removal (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution
379,8,0007,ELECTRICAL,POWER_DISTRIBUTION,260500,Temporary Circuit Connection,Temporary Circuit Connection (Section 260500),Temporary Circuit Connection (Section 260500),1.5.D50.260500,Electrical Distribution,electrical_distribution
380,8,0008,ELECTRICAL,POWER_DISTRIBUTION,260526,Ground Rod for Counterpoise,Ground Rod for Counterpoise (Section 260526),Ground Rod for Counterpoise (Section 260526),1.5.D50.260526,Grounding,electrical_grounding
381,8,0009,ELECTRICAL,POWER_DISTRIBUTION,260553,Diameter Brass Marker,3-Inch Diameter Brass Marker (Section 260553),Diameter Brass Marker (Section 260553),1.5.D50.260500,Electrical Distribution,electrical_distribution
382,8,0010,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install PF Elevated Runway End Light with CF Transformer on Existing Light Base,Install PF Elevated Runway End Light with CF Transformer on Existing Light Base (Section 344300),Install PF Elevated Runway End Light with CF Transformer on Existing Light Base (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
383,8,0011,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install PF Elevated Runway Edge Light with CF Transformer on Existing Light Base,Install PF Elevated Runway Edge Light with CF Transformer on Existing Light Base (Section 344300),Install PF Elevated Runway Edge Light with CF Transformer on Existing Light Base (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
384,8,0012,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install PF In-Pavement Runway Edge Light with CF Transformer on Existing Light Base,Install PF In-Pavement Runway Edge Light with CF Transformer on Existing Light Base (Section 344300),Install PF In-Pavement Runway Edge Light with CF Transformer on Existing Light Base (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
385,8,0013,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install PF Runway Centerline Light with CF Transformer on Existing Light Base,Install PF Runway Centerline Light with CF Transformer on Existing Light Base (Section 344300),Install PF Runway Centerline Light with CF Transformer on Existing Light Base (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
386,8,0014,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install PF In-Pavement Runway Threshold Light with CF Transformer on Existing Light Base,Install PF In-Pavement Runway Threshold Light with CF Transformer on Existing Light Base (Section 344300),Install PF In-Pavement Runway Threshold Light with CF Transformer on Existing Light Base (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
387,8,0015,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install PF Taxiway Centerline Light with PF Remote and CF Transformer on Existing Light Base,Install PF Taxiway Centerline Light with PF Remote and CF Transformer on Existing Light Base (Section 344300),Install PF Taxiway Centerline Light with PF Remote and CF Transformer on Existing Light Base (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
388,8,0016,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install PF Red Elevated Stop Bar Light with PF Remote and CF Transformer on Existing Light Base,Install PF Red Elevated Stop Bar Light with PF Remote and CF Transformer on Existing Light Base (Section 344300),Install PF Red Elevated Stop Bar Light with PF Remote and CF Transformer on Existing Light Base (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
389,8,0017,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install PF Dual Stop Bar Light with PF Remote and CF Transformer on Existing Light Base,Install PF Dual Stop Bar Light with PF Remote and CF Transformer on Existing Light Base (Section 344300),Install PF Dual Stop Bar Light with PF Remote and CF Transformer on Existing Light Base (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
390,8,0018,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install PF In-Pavement Runway Guard Light with CF Transformer on Existing Light Base,Install PF In-Pavement Runway Guard Light with CF Transformer on Existing Light Base (Section 344300),Install PF In-Pavement Runway Guard Light with CF Transformer on Existing Light Base (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
391,8,0019,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install PF Red Elevated Stop Bar Light with CF Transformer on Existing Light Base,Install PF Red Elevated Stop Bar Light with CF Transformer on Existing Light Base (Section 344300),Install PF Red Elevated Stop Bar Light with CF Transformer on Existing Light Base (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
392,8,0020,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install PF Elevated Runway Guard Light with CF Transformer on Existing Light Base,Install PF Elevated Runway Guard Light with CF Transformer on Existing Light Base (Section 344300),Install PF Elevated Runway Guard Light with CF Transformer on Existing Light Base (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
393,8,0021,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install PF Dual Stop Bar Light with Two CF Transformers on Existing Light Base,Install PF Dual Stop Bar Light with Two CF Transformers on Existing Light Base (Section 344300),Install PF Dual Stop Bar Light with Two CF Transformers on Existing Light Base (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
394,8,0022,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install PF Taxiway Centerline Light with CF Transformer on Existing Light Base,Install PF Taxiway Centerline Light with CF Transformer on Existing Light Base (Section 344300),Install PF Taxiway Centerline Light with CF Transformer on Existing Light Base (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
395,8,0023,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install PF Elevated Taxiway Edge Light with CF Transformer on Existing Light Base,Install PF Elevated Taxiway Edge Light with CF Transformer on Existing Light Base (Section 344300),Install PF Elevated Taxiway Edge Light with CF Transformer on Existing Light Base (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
396,8,0024,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install PF Taxiway Centerline Light on Existing Light Base,Install PF Taxiway Centerline Light on Existing Light Base (Section 344300),Install PF Taxiway Centerline Light on Existing Light Base (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
397,8,0025,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install PF Dual Stop Bar Light on Existing Light Base,Install PF Dual Stop Bar Light on Existing Light Base (Section 344300),Install PF Dual Stop Bar Light on Existing Light Base (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
398,8,0026,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install PF In-Pavement Runway Guard Light on Existing Light Base,Install PF In-Pavement Runway Guard Light on Existing Light Base (Section 344300),Install PF In-Pavement Runway Guard Light on Existing Light Base (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
399,8,0027,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install PF In-Pavement Red Stop Bar Light with PF Remote and CF Transformer on Existing Light Base,Install PF In-Pavement Red Stop Bar Light with PF Remote and CF Transformer on Existing Light Base (Section 344300),Install PF In-Pavement Red Stop Bar Light with PF Remote and CF Transformer on Existing Light Base (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
400,8,0028,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install CF 150-Watt,"Install CF 150-Watt, 6.6/6.6 Amp Isolation Transformer in Existing Base Can (Section 344300)",Install CF 150-Watt (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
401,8,0029,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install PF Microwave Sensor with CF Transformer in Existing Base Can,Install PF Microwave Sensor with CF Transformer in Existing Base Can (Section 344300),Install PF Microwave Sensor with CF Transformer in Existing Base Can (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
402,8,0030,ELECTRICAL,AIRFIELD_LIGHTING,344300,Install PF Cover Plate on Existing Base Can,Install PF Cover Plate on Existing Base Can (Section 344300),Install PF Cover Plate on Existing Base Can (Section 344300),1.5.D50.344300,Airfield Lighting,airfield_lighting
403,8,0031,ELECTRICAL,AIRFIELD_LIGHTING,L-108,"#6 AWG, 5kV Cable","#6 AWG, 5kV Cable (Item L-108)","#6 AWG, 5kV Cable (Item L-108)",1.5.D50.260519,Conductors,electrical_conductors_l108
