pay_item_id,item_code_raw,item_code_norm,section_code_raw,section_code_norm,item_desc_canonical
257216568563752,P-620,P-620,,,Surface Preparation - New or Existing Pavement Surfaces (Item P-620)
258443963771151,,,344300,344300,Install PF LED Elevated Runway Edge Light on Existing Base Can with PF Transformer (Section 344300)
258901094588110,L-110,L-110,,,2-Inch PVC (Item L-110)
259861493595180,,,,,Geotextile
259905285644558,,,334100,334100,20-Inch Ductile Iron (Force Main) Pipe (Section 334100)
260065868684017,L-108,L-108,,,"No. 8 AWG, 5kV, L-824, Type C Cable (Item L-108)"
260229771657782,P-610,P-610,,,Structural Portland Cement Concrete (PCC) (Item P-610)
260269529385669,,,,,"InstallPFLEDElevatedRunwayEnd/ThresholdLightwithPFBaseCan,CFTransformerinNewACPShoulder (Section344300)"
260417933446205,,,,,Landscape Restoration
260443559841366,,,344300,344300,Install PF Cover Plate on Existing Base Can with PF Bolts (Section 344300)
260909337949008,,,344302,344302,Sign T-5 (Section 344302)
261180886779689,,,,,8-Inch Gate Valve
261794014745654,P-403,P-403,,,Asphalt Mixture Surface Course (Item P-403)
262608336636471,P-154,P-154,,,Separation Geotextile (Item P-154)
262880943679048,,,344301,344301,Adjust Existing In-Pavement Runway Guard/Stop Bar Light to New Finish Elevation (Section 344301)
262941961739828,,,344302,344302,Sign A5-3 (Section 344302)
263031602774407,,,,,21-Inch Storm Sewer Pipe (RCP)
263559913281347,,,,,Sweeper Section (012200)
263822857992414,,,,,SubbaseCourse (ItemP-154)
263982585976930,,,,,Unsuitable Excavation and Disposal
264426333748829,,,,,12-Inch STS (Sections 012200 and 334100)
264749390475054,,,344300,344300,"Install PF Base Can, PF Extension, PF Flange Ring and PF Cover Plate (Section 344300)"
264875964740906,,,,,Marking (ItemP-620)
265114623003980,,,,,InstallPFElevatedTaxiwayEdgeLightonExistingBaseCanwithCFTransformer (Section344300)
265179171100315,,,344302,344302,Sign E6-6 (Section 344302)
265221633626571,,,015713,015713,Wattles (Section 015713)
265559738480917,,,,,Pipe Zone and Bedding Material
266668164480947,,,,,Abandon and Plug Storm Pipe (Sections 012200 and 334100)
266795406632291,,,,,18-Inch STS (Sections 012200 and 334100)
267194453133436,P-101,P-101,,,Cold Milling - 3-Inch Depth (Item P-101)
267477056244737,,,,,JointSealingFiller(ItemP-605)
267734890120355,P-401,P-401,,,Hot Mix Asphalt (HMA) Bituminous Surface Course (Item P-401)
267847895674135,,,,,Common Excavation
267972467496709,,,312300,312300,"Removal of Existing Storm Pipe, Manholes, and Inlets (Section 312300)"
268077471263343,,,,,JuteMatting (Section015713)
268137771179989,D-701,D-701,,,18-Inch Storm Sewer Pipe (Item D-701)
268587682075032,P-620,P-620,,,Surface Preparation - Remove Existing Markings (Item P-620)
268814157157594,,,,,Vault (Power) - 575-PCORP
270230117104873,,,,,Mini-Power Zone (10 KVA)
270353794114836,D-705,D-705,,,6-Inch Perforated Pipe (Item D-705)
270855099789238,L-110,L-110,,,1.5-Inch GRSC Encased in P-610 in Existing AC (Item L-110)
270917463676835,,,320118,320118,Crack Repair (Section 320118)
272176512378641,,,344300,344300,Install Elevated Runway Guard Light on Existing Base Can with CF Transformer (Section 344300)
272368584040374,,,,,Concrete Winch House Removal and Backfill
273150702305999,,,344300,344300,Install PF In-Pavement Runway Threshold Light with CF Transformer on Existing Light Base (Section 344300)
273956929111437,,,015713,015713,Sediment Fence (Section 015713)
274325302290750,,,,,16-Inch DIP Water Pipe
274400071961133,,,,,Manhole and Catch Basin Adjustment
274401593854626,,,344300,344300,Install PF Red Elevated Stop Bar Light with CF Transformer on Existing Light Base (Section 344300)
274475098551390,,,,,"Pavement Marking, Painted"
274615284031058,,,,,Project Traffic Control
274766642847833,,,,,6-Foot Chain-Link Slatted Fence Fabric
275183038722708,,,344300,344300,Install PF Red Elevated Stop Bar Light with PF Remote and CF Transformer on Existing Light Base (Section 344300)
275209100196009,,,,,Landside Utility Disconnections
275228444152212,,,344301,344301,Adjust Existing Elevated Runway Threshold Light (Section 344301)
275498692172761,,,,,Stormwater Flow Through Pollution Reduction Facility
276016633358171,P-209,P-209,,,Separation Geotextile (Item P-209)
276366608072470,,,,,"Level 3, 1/2-Inch-Dense HMAC"
276509755123203,P-152,P-152,,,Subgrade Stabilzation (Item P-152)
276940367888717,,,312300,312300,Adjustment of Existing Structures (229 Kip Rated Vaults) (Section 312300)
277601176877589,L-110,L-110,,,1 1/2-Inch GRSC (Item L-110)
277714453018627,P-626,P-626,,,Slurry Seal (Item P-626)
278004594764513,,,,,AdhesiveCompound (ItemP-606)
278303208687196,,,,,Lighting
278721777463815,P-620,P-620,,,Surface Preparation (Item P-620)
278811282556354,,,344300,344300,"Install CF 150-Watt, 6.6/6.6 Amp Isolation Transformer in Existing Base Can (Section 344300)"
279091017943666,P-101,P-101,,,Cold Milling - 4 Inch Maximum Depth (Item P-101)
279250538108326,,,344300,344300,Install PF Elevated Runway Edge Light with CF Transformer on Existing Light Base (Section 344300)
279729961153641,,,,,120-Inch Manhole (Sections 012200 and 334100)
279793304353691,,,,,Vault (Power) - 575-TRANS-PCORP
280536865205702,,,344302,344302,Sign A5-1 (Section 344302)
