Item_ID,Project_ID,Item Sequence,Specification Code,Item Description,Estimated Quantity,Unit
1,1,0001,,"Mobilization, Surveying, Cleanup, and Demobilization",1.0,LS
2,1,0002,,Work Zone Traffic Control,1.0,LS
3,1,0003,,"Temporary Erosion, Sediment, and Pollution Control",1.0,LS
4,1,0004,,Site Demolition,1.0,LS
5,1,0005,,Clearing and Grubbing,1.0,LS
6,1,0006,,Trench Excavation and General Native Backfill,577.0,LF
7,1,0007,,Trench Excavation and Select Native Backfill,622.0,LF
8,1,0008,,Trench Excavation and Select Backfill,48.0,LF
9,1,0009,,Offsite Haul and Disposal,6060.0,CY
10,1,0010,,Contaminated Soil Sediment Excavation and Disposal,255.0,TON
11,1,0011,,Shoring,1.0,LS
12,1,0012,,Pipe Zone and Bedding Material,2940.0,CY
13,1,0013,,Trench Stabilization,555.0,CY
14,1,0014,,Dewatering,1.0,LS
15,1,0015,,72-Inch Sewer Pipe,1260.0,LF
16,1,0016,,108-Inch Manhole,1.0,EACH
17,1,0017,,120-Inch Manhole,1.0,EACH
18,1,0018,,Subdrains,36.0,LF
19,1,0019,,Inlet (Type PB),3.0,EACH
20,1,0020,,McBride Slough Intake Structure,1.0,LS
21,1,0021,,Columbia Slough Outfall Structure,1.0,LS
22,1,0022,,Modified Concrete Curb and Gutter,36.0,LF
23,1,0023,,Sidewalk,500.0,SF
24,1,0024,,Aggregate Base Course,175.0,TON
25,1,0025,,Portland Cement Concrete Pavement (9-Inch),175.0,SY
26,1,0026,,Pavement Marking,1.0,LS
27,1,0027,,Guard Rail Removal and Replacement,72.0,LF
28,1,0028,,Area Seeding,1.0,LS
29,1,0029,,Stormwater Flow Through Pollution Reduction Facility,1.0,LS
30,1,0030,,Landscape Restoration,1.0,LS
31,2,0001,012200,"Mobilization, Cleanup, and Demobilization",1.0,LS
32,2,0002,012200,Sweeper,1.0,LS
33,2,0003,012200,Security Control Monitoring,1.0,LS
34,2,0004,012200,Work Zone and Traffic Control,1.0,LS
35,2,0005,012200,Escort,1.0,LS
36,2,0006,012200,Delineators,5.0,EACH
37,2,0006,015713,Construction Access,2.0,EACH
38,2,0007,015713,Inlet Protection,86.0,EACH
39,2,0007,015713,Inlet Protection,15.0,EACH
40,2,0008,,Construction Survey,1.0,LS
41,2,0008,015713,Jet Blast Control Material,0.2,ACRE
42,2,0009,,Construction Survey,1.0,LS
43,2,0009,P-101,Joint and Crack Repair,1000.0,LF
44,2,0010,P-101,Asphalt Pavement Removal - 3-Inch Depth,100.0,SY
45,2,0010,P-101,Cold Milling - 2-Inch Maximum Depth,58100.0,SY
46,2,0011,P-101,Asphalt Pavement Removal - 8-Inch Depth,1700.0,SY
47,2,0011,P-101,Cold Milling - 4.5-Inch Maximum Depth,30400.0,SY
48,2,0012,P-101,Cold Milling - 2-Inch Maximum Depth,550.0,SY
49,2,0012,P-156,Silt Fence,4200.0,LF
50,2,0013,,Borrow Excavation (P-152),14500.0,CY
51,2,0013,P-401,Hot Mix Asphalt (HMA) Bituminous Surface Course,15000.0,TON
52,2,0014,P-152,Unsuitable Excavation,250.0,CY
53,2,0014,P-403,Hot Mix Asphalt (HMA) Base Course,8500.0,TON
54,2,0015,P-152,Geotextile,1600.0,SY
55,2,0015,P-603,Bituminous Tack Coat,9500.0,GAL
56,2,0016,P-153,Controlled Low-Strength Material (CLSM),750.0,CY
57,2,0016,P-605,Joint Sealing Filler,25.0,GAL
58,2,0017,P-154,Subbase Course,150.0,CY
59,2,0017,P-606,Adhesive Compound,60.0,GAL
60,2,0018,P-156,Silt Fence,2300.0,LF
61,2,0018,P-608,Asphalt Surface Treatment,19600.0,SY
62,2,0019,P-209,Crushed Aggregate Base Course,650.0,CY
63,2,0019,P-608,Runway Friction Testing,1.0,LS
64,2,0020,P-403,Hot Mix Asphalt (HMA) Pavement Base Course,750.0,TON
65,2,0020,P-610,Structural Portland Cement Concrete (PCC),30.0,CY
66,2,0021,P-603,Bituminous Tack Coat,140.0,GAL
67,2,0021,P-610,Steel Reinforcement,400.0,LB
68,2,0022,P-610,Steel Reinforcement,1830.0,LB
69,2,0022,P-620,Runway Marking,92000.0,SF
70,2,0023,P-620,Reflective Media,5600.0,LB
71,2,0023,P-620,Runway Marking,750.0,SF
72,2,0024,P-620,Phasing Pavement Marking,7250.0,SF
73,2,0024,P-620,Reflective Media,50.0,LB
74,2,0025,D-701,8-Inch STS Pipe,439.0,LF
75,2,0025,P-621,Grooving,78600.0,SY
76,2,0026,D-701,12-Inch STS Pipe,749.0,LF
77,2,0026,L-108,No. 8 AWG 5kV Cable,5000.0,LF
78,2,0027,D-701,48-Inch STS Pipe,2336.0,LF
79,2,0027,L-108,No. 6 AWG Solid Wire for Counterpoise,1060.0,LF
80,2,0028,D-701,12-Inch RCP Pipe,52.0,LF
81,2,0028,L-108,Heat Shrink for 5kV L-823 Primary Connector,485.0,EACH
82,2,0029,D-701,24-Inch RCP Pipe,58.0,LF
83,2,0029,L-108,Ground Rod for Counterpoise,6.0,EACH
84,2,0030,D-751,"48-Inch Manhole, Type B",1.0,EACH
85,2,0030,L-110,1-Inch IMC in Existing AC,25.0,LF
86,2,0031,D-751,"48-Inch Manhole, Ditch Inlet",1.0,EACH
87,2,0031,L-110,2-Inch PVC Direct Buried,65.0,LF
88,2,0032,D-751,"72-Inch Manhole, Type A",6.0,EACH
89,2,0032,L-110,2-Inch PVC in Existing AC,1190.0,LF
90,2,0033,026100,Contaminated Material Excavation and Disposal,250.0,TON
91,2,0033,D-751,"84-Inch Manhole, Type A",1.0,EACH
92,2,0034,260500,General Electrical Removal,1.0,LS
93,2,0034,D-751,Catch Basin,4.0,EACH
94,2,0035,260500,Temporary Circuit Connection,1.0,LS
95,2,0035,T-901,Seeding,17.3,ACRE
96,2,0036,260553,3-Inch Diameter Brass Marker,2.0,EACH
97,2,0036,312300,"Removal of Existing Storm Pipe, Manholes, and Inlets",1.0,LS
98,2,0037,312300,Connection to Existing Storm Drainage System,17.0,EACH
99,2,0037,344300,"Install PF LED Taxiway Centerline Light with PF Base Can, CF Transformer in New AC",21.0,EACH
100,2,0038,312300,Existing Manhole Adjustment to Grade,1.0,EACH
101,2,0038,344300,Install PF LED Taxiway Centerline Light on Existing Base Can with CF Isolation Transformer,9.0,EACH
102,2,0039,312300,Existing Catch Basin Adjustment to Grade,1.0,EACH
103,2,0039,344300,"Install PF L-868, 12-Inch Diameter Base Can, PF Cover Plate in New AC",15.0,EACH
104,2,0040,312300,Adjustment of Existing Structures (H-20 Rated Vaults),9.0,EACH
105,2,0040,344300,"Install PF L-867, 12-Inch Diameter Base Can, PF Cover Plate in Existing AC",2.0,EACH
106,2,0041,312300,Adjustment of Existing Structures (229 Kip Rated Vaults),1.0,EACH
107,2,0041,344300,Install PF Cover Plate on Existing Light Base,21.0,EACH
108,2,0042,334100,12-Inch DIP (Force Main),91.0,LF
109,2,0042,344301,Adjust Existing Elevated Runway Threshold/Edge Light,21.0,EACH
110,2,0043,334100,30-Inch DIP (Force Main),77.0,LF
111,2,0043,344301,Adjust Existing In-Pavement Runway Edge Light,8.0,EACH
112,2,0044,334100,Riprap,50.0,CY
113,2,0044,344302,Sign E6-6,1.0,LS
114,2,0045,334213,Pump Station,1.0,LS
115,2,0045,344302,Sign E6-9,1.0,LS
116,2,0046,334213,Pump Station Electrical Equipment Installation,1.0,LS
117,2,0046,344302,Sign G-3,1.0,LS
118,2,0047,P-610,Structural Portland Cement Concrete (PCC),85.0,CY
119,2,0048,L-108,No. 6 AWG Solid Wire for Counterpoise,310.0,LF
120,2,0049,L-108,Ground Rod for Counterpoise,8.0,EACH
121,3,#REF!,,#REF!,,#REF!
122,3,0001,012200,"Mobilization, Cleanup, and Demobilization",1.0,LS
123,3,0001,012200,"Wildlife Access Road, Asphalt Grindings",200.0,CY
124,3,0002,012200,Sweeper,1.0,LS
125,3,0002,L-108,Heat Shrink for 5kV L-823 Primary Connector,435.0,EACH
126,3,0003,012200,Security Control Monitoring,1.0,LS
127,3,0003,L-110,1-Inch IMC in Existing AC,25.0,LF
128,3,0004,012200,Traffic Control,1.0,LS
129,3,0004,260553,3-Inch Diameter Brass Marker,3.0,EACH
130,3,0005,012200,Escort,1.0,LS
131,3,0006,015713,Construction Access,2.0,EACH
132,3,0007,015713,Jet Blast Control Material,2.5,ACRE
133,3,0008,015713,Inlet Protection,85.0,EACH
134,3,0009,015713,Ditch Protection/Check Dams,12.0,EACH
135,3,0010,015713,Wattles,1000.0,LF
136,3,0011,,Construction Survey,1.0,LS
137,3,0012,P-101,"PCC Pavement Removal - 3"" Depth",375.0,SY
138,3,0013,P-101,"PCC Pavement Removal - 6"" Depth",950.0,SY
139,3,0014,P-101,"Asphalt Pavement Removal - 3"" Depth",19700.0,SY
140,3,0015,P-101,"Asphalt Pavement Removal - 5"" Depth",2100.0,SY
141,3,0016,P-101,"Asphalt Pavement Removal - 7.5"" Depth",2600.0,SY
142,3,0017,P-101,"Asphalt Pavement Removal - 12"" Depth",8700.0,SY
143,3,0018,P-101,"Asphalt Pavement Removal - 14"" Depth",950.0,SY
144,3,0019,P-101,"Asphalt Pavement Removal - 16"" Depth",15200.0,SY
145,3,0020,P-101,"Asphalt Pavement Removal - 20"" Depth",23600.0,SY
146,3,0021,P-101,"Asphalt Pavement Removal - 22"" Depth",6100.0,SY
147,3,0022,P-101,"Asphalt Pavement Removal - 12"" Depth Asphalt Grindings",375.0,SY
148,3,0023,P-101,Joint and Crack Repair,1500.0,LF
149,3,0024,P-101,Cold Milling - 4 Inch Maximum Depth,5500.0,SY
150,3,0025,,Unclassified Excavation (P-152),37500.0,CY
151,3,0026,P-152,Unsuitable Excavation,1000.0,CY
152,3,0027,P-152,Geotextile,87400.0,SY
153,3,0028,P-153,Controlled Low-Strength Material (CLSM),1500.0,CY
154,3,0029,P-154,Subbase Course,6900.0,CY
155,3,0030,P-156,Silt Fence,5100.0,LF
156,3,0031,P-209,Crushed Aggregate Base Course,17800.0,CY
157,3,0032,P-401,Hot Mix Asphalt (HMA) Pavement,11300.0,TON
158,3,0033,P-403,Hot Mix Asphalt (HMA) Pavement Base Course,22800.0,TON
159,3,0034,P-501,Portland Cement Concrete (PCC) Pavement,48500.0,SY
160,3,0035,P-602,Bituminous Prime Coat,2800.0,GAL
161,3,0036,P-603,Bituminous Tack Coat,600.0,GAL
162,3,0037,P-604,Compression Joint Sealant,39900.0,LF
163,3,0038,P-605,Joint Sealant,300.0,GAL
164,3,0039,P-606,Adhesive Compound,300.0,GAL
165,3,0040,P-610,Structural Portland Cement Concrete (PCC),250.0,CY
166,3,0041,P-610,Steel Reinforcement,5600.0,LB
167,3,0042,P-620,Pavement Marking,36000.0,SF
168,3,0043,P-620,Reflective Media,2300.0,LB
169,3,0044,P-620,Phasing Pavement Marking,22500.0,SF
170,3,0045,P-621,Saw-Cut Grooving,450.0,SY
171,3,0046,D-701,4-Inch STS Pipe,210.0,LF
172,3,0047,D-701,6-Inch STS Pipe,1061.0,LF
173,3,0048,D-701,12-Inch STS Pipe,1682.0,LF
174,3,0049,D-701,12-Inch RCP Pipe,707.0,LF
175,3,0050,D-701,18-Inch STS Pipe,743.0,LF
176,3,0051,D-701,24-Inch STS Pipe,192.0,LF
177,3,0052,D-701,24-Inch RCP Pipe,251.0,LF
178,3,0053,D-701,48-Inch STS Pipe,1020.0,LF
179,3,0054,D-705,6-Inch Perforated Pipe Underdrains,5379.0,LF
180,3,0055,D-751,"48-Inch Manhole, Type A",1.0,EACH
181,3,0056,D-751,"48-Inch Manhole, Type B",6.0,EACH
182,3,0057,D-751,"60-Inch Manhole, Type B",1.0,EACH
183,3,0058,D-751,"72-Inch Manhole, Type A",1.0,EACH
184,3,0059,D-751,"72-Inch Manhole, Type B",3.0,EACH
185,3,0060,D-751,"84-Inch Manhole, Type A",2.0,EACH
186,3,0061,D-751,"84-Inch Manhole, Type B",1.0,EACH
187,3,0062,D-751,Catch Basin,31.0,EACH
188,3,0063,T-901,Seeding,8.2,ACRE
189,3,0064,T-905,Topsoiling,6900.0,CY
190,3,0065,L-108,No. 8 AWG 5kV Cable,5000.0,LF
191,3,0066,L-108,No. 6 AWG Solid Wire for Counterpoise,1060.0,LF
192,3,0067,L-108,Ground Rod for Counterpoise,6.0,EACH
193,3,0068,L-110,2-Inch PVC Direct Buried,65.0,LF
194,3,0069,L-110,2-Inch PVC in Existing AC,1175.0,LF
195,3,0070,260500,General Electrical Removal,1.0,LS
196,3,0071,260500,Temporary Circuit Connection,1.0,LS
197,3,0072,312300,"Removal of Existing Storm Pipe, Manholes, and Inlets",1.0,LS
198,3,0073,312300,Connection to Existing Storm Drainage System,0.0,EACH
199,3,0074,312300,Existing Manhole Adjustment to Grade,0.0,EACH
200,3,0075,312300,Existing Catch Basin Adjustment to Grade,0.0,EACH
201,3,0076,312300,Existing Electrical Vault Adjustment to Grade,2.0,EACH
202,3,0077,334100,12-Inch Ductile Iron (Force Main) Pipe,0.0,LF
203,3,0078,334100,20-Inch Ductile Iron (Force Main) Pipe,0.0,LF
204,3,0079,334100,Riprap,0.0,CY
205,3,0080,334213,"Stormwater Pump Station, Electrical Equipment Installation",1.0,LS
206,3,0081,334213,Stormwater Valve Vault,1.0,LS
207,3,0082,344300,"Install PF LED Taxiway Centerline Light with PF Base Can, CF Transformer in New AC",22.0,EACH
208,3,0083,344300,Install PF LED Taxiway Centerline Light on Existing Base Can with CF Isolation Transformer,9.0,EACH
209,3,0084,344301,Adjust Existing Elevated Runway Threshold Light,8.0,EACH
210,3,0085,344301,Adjust Existing In-Pavement Runway Edge Light,8.0,EACH
211,3,0086,344301,Adjust Existing In-Pavement Stop Bar Light,15.0,EACH
212,3,0087,344302,Sign E6-6,1.0,LS
213,3,0088,344302,Sign E6-9,1.0,LS
214,3,0089,344302,Sign G-3,1.0,LS
215,4,0001,,"Mobilization, Cleanup, and Demobilization",1.0,LS
216,4,0002,,Sweeper,1.0,LS
217,4,0003,,Security Control Monitoring,1.0,LS
218,4,0004,,Escort,1.0,LS
219,4,0005,,Construction Survey,1.0,LS
220,4,0006,,Sediment Fence,750.0,LF
221,4,0007,,Inlet Protection,2.0,EACH
222,4,0008,,Stabilized Construction Entrance,1.0,EACH
223,4,0009,,Pavement Removal,20.0,CY
224,4,0010,,Common Excavation,1500.0,CY
225,4,0011,,Unsuitable Excavation and Disposal,40.0,CY
226,4,0012,,Contaminated Soil Excavation and Disposal,50.0,CY
227,4,0013,,Trench Stabilization,10.0,CY
228,4,0014,,Geotextile,650.0,SY
229,4,0015,,Aggregate Base Course,400.0,CY
230,4,0016,,"Removal of Existing Storm Pipe, Manholes, Pumps, Valves, Hangers, Vaults, and Brackets",1.0,LS
231,4,0017,,Removal of Existing Lid from Stormwater Treatment Vault,1.0,LS
232,4,0018,,Modifications to Existing Wet Well,1.0,LS
233,4,0019,,Adjustment of Existing Structures (H-20 Rated Vaults),4.0,EACH
234,4,0020,,24-Inch Storm Sewer (Force Main) Pipe,23.0,LF
235,4,0021,,12-Inch Storm Sewer Pipe,51.0,LF
236,4,0022,,15-Inch Storm Sewer Pipe,22.0,LF
237,4,0023,,21-Inch Storm Sewer Pipe,23.0,LF
238,4,0024,,21-Inch Storm Sewer Pipe (RCP),70.0,LF
239,4,0025,,24-Inch Storm Sewer Pipe,85.0,LF
240,4,0026,,48-Inch Manhole,1.0,EACH
241,4,0027,,60-Inch Manhole,1.0,EACH
242,4,0028,,72-Inch Manhole,2.0,EACH
243,4,0029,,72-Inch Corrugated Metal Riser,1.0,EACH
244,4,0030,,Stormwater Pump Station,1.0,LS
245,4,0031,,Stormwater Treatment Vaults,3.0,EACH
246,4,0032,,Stormwater Treatment Vault Cover,1500.0,SF
247,4,0033,,Hand Rail,350.0,LF
248,4,0034,,Concrete Wall Removal,8.0,LF
249,4,0035,,Concrete Curb Removal,8.0,LF
250,4,0036,,Bollard,4.0,EACH
251,4,0037,,Area Seeding,0.07,ACRE
252,4,0038,,Electrical Modifications,1.0,LS
253,5,0001,,"Mobilization, Cleanup, and Demobilization",1.0,LS
254,5,0002,,Sweeper,1.0,LS
255,5,0003,,Work Zone Traffic Control,1.0,LS
256,5,0004,,Construction Survey,1.0,LS
257,5,0005,,Inlet Protection,96.0,EACH
258,5,0006,,Cold Plane Pavement Removal (0-3 Inch Maximum),59000.0,SY
259,5,0007,,Cold Plane Pavement Removal (3-5 Inch Maximum),5500.0,SY
260,5,0008,,Pavement Removal,800.0,CY
261,5,0009,,Common Excavation,500.0,CY
262,5,0010,,Unsuitable Excavation and Disposal,200.0,CY
263,5,0011,,Contaminated Soil Excavation and Disposal,50.0,CY
264,5,0012,,Geotextile,650.0,SY
265,5,0013,,Aggregate Base Course,170.0,CY
266,5,0014,,Utility Adjustments to Grade,12.0,EACH
267,5,0015,,"Pavement Marking, Thermoplastic",3200.0,SF
268,5,0016,,"Pavement Marking, Painted",11000.0,SF
269,5,0017,,"Pavement Marking, Temporary",6000.0,SF
270,5,0018,,Vehicle Detection Loops,1.0,LS
271,5,0019,,"Level 3, 1/2-Inch Dense HMAC",16200.0,TON
272,6,0001,012200,"Mobilization, Cleanup, and Demobilization",1.0,LS
273,6,0002,012200,Sweeper,1.0,LS
274,6,0003,012200,Security Control Monitoring,1.0,LS
275,6,0004,012200,Work Zone and Traffic Control,1.0,LS
276,6,0005,012200,Escort,1.0,LS
277,6,0006,015713,Inlet Protection,18.0,EACH
278,6,0007,,Construction Survey,1.0,LS
279,6,0008,P-101,Cold Milling - 3-Inch Maximum Depth,21200.0,SY
280,6,0009,P-401,Bituminous Surface Course,3800.0,TON
281,6,0010,P-603,Bituminous Tack Coat,2200.0,GAL
282,6,0011,P-620,Runway and Taxiway Marking,8000.0,SF
283,6,0012,P-620,Reflective Media,500.0,LB
284,6,0013,P-620,Preformed Markings,4200.0,SF
285,6,0014,P-620,Phasing Pavement Marking,24750.0,SF
286,6,0015,026100,Contaminated Material Excavation and Disposal,1500.0,TON
287,6,0016,312300,Modifications to Existing Pump Station A and Deicing Valve Vault,1.0,LS
288,6,0017,260553,3-Inch Diameter Brass Marker,18.0,EACH
289,7,0001,012200,"Mobilization, Cleanup, and Demobilization",1.0,LS
290,7,0002,012200,Sweeper,1.0,LS
291,7,0003,012200,Security Control Monitoring,1.0,LS
292,7,0004,012200,Work Zone and Traffic Control,1.0,LS
293,7,0005,012200,Escort,1.0,LS
294,7,0006,015713,Jet Blast Control Material,1.4,ACRE
295,7,0007,015713,Inlet Protection,35.0,EACH
296,7,0008,015713,Trench Protection,1740.0,LF
297,7,0009,,Construction Survey,1.0,LS
298,7,0010,P-101,PCC Pavement Removal - 3-Inch Depth,320.0,SY
299,7,0011,P-101,PCC Pavement Removal - 4-Inch Depth,60.0,SY
300,7,0012,P-101,PCC Pavement Removal - 16-Inch Depth,9400.0,SY
301,7,0013,P-101,Asphalt Pavement Removal - 3-Inch Depth,3700.0,SY
302,7,0014,P-101,Asphalt Pavement Removal - 6-Inch Depth,16900.0,SY
303,7,0015,P-101,Asphalt Pavement Removal - 9-Inch Depth,3000.0,SY
304,7,0016,P-101,Asphalt Pavement Removal - 12-Inch Depth,26500.0,SY
305,7,0017,P-101,Asphalt Pavement Removal - 15-Inch Depth,7000.0,SY
306,7,0018,P-101,Joint and Crack Repair,1500.0,LF
307,7,0019,P-101,Cold Milling - 3-Inch Maximum Depth,400.0,SY
308,7,0020,P-152,Unclassified Excavation,65000.0,CY
309,7,0021,P-152,Unsuitable Excavation,3250.0,CY
310,7,0022,P-152,Geotextile,57000.0,SY
311,7,0023,P-153,Controlled Low-Strength Material,2000.0,CY
312,7,0024,P-154,Subbase Course,52200.0,CY
313,7,0025,P-156,Installation and Removal of Silt Fence,2600.0,LF
314,7,0026,P-209,Crushed Aggregate Base Course,10000.0,CY
315,7,0027,P-401,Bituminous Surface Course,8700.0,TON
316,7,0028,P-403,HMA Base Course,35600.0,TON
317,7,0029,P-501,Portland Cement Concrete Pavement,13400.0,SY
318,7,0030,P-602,Bituminous Prime Coat,700.0,GAL
319,7,0031,P-603,Bituminous Tack Coat,23900.0,GAL
320,7,0032,P-604,Compression Joint Seals for Concrete Pavement,10850.0,LF
321,7,0033,P-605,Joint Sealing Filler,61.0,GAL
322,7,0034,P-606,Adhesive Compound,50.0,GAL
323,7,0035,P-610,Structural Portland Cement Concrete,30.0,CY
324,7,0036,P-610,Steel Reinforcement,175.0,LB
325,7,0037,P-620,Runway and Taxiway Marking,20000.0,SF
326,7,0038,P-620,Reflective Media,1225.0,LB
327,7,0039,P-620,Preformed Markings,9400.0,SF
328,7,0040,P-620,Phasing Pavement Marking,21750.0,SF
329,7,0041,D-701,4-Inch STS Pipe,49.0,LF
330,7,0042,D-701,6-Inch STS Pipe,394.0,LF
331,7,0043,D-701,12-Inch STS Pipe,657.0,LF
332,7,0044,D-701,24-Inch STS Pipe,472.0,LF
333,7,0045,D-701,30-Inch STS Pipe,238.0,LF
334,7,0046,D-701,48-Inch STS Pipe,3653.0,LF
335,7,0047,D-705,6-Inch Perforated Pipe,5322.0,LF
336,7,0048,D-751,"48-Inch Diameter Manhole, Type A",1.0,EACH
337,7,0049,D-751,"72-Inch Diameter Manhole, Type A",7.0,EACH
338,7,0050,D-751,"84-Inch Diameter Manhole, Type A",2.0,EACH
339,7,0051,D-751,"96-Inch Diameter Manhole, Type A",1.0,EACH
340,7,0052,D-751,Catch Basins,18.0,EACH
341,7,0053,T-901,Seeding,2.8,ACRE
342,7,0054,T-905,Topsoiling,2300.0,CY
343,7,0055,312300,"Removal of Existing Storm Pipe, Manholes, and Inlets",1.0,LS
344,7,0056,312300,Connection to Existing Storm Drainage System,18.0,EACH
345,7,0057,312300,Existing Manhole Adjustment to Grade,3.0,EACH
346,7,0058,312300,Existing Electrical Vault (H-20 Rated) Extension to Finish Grade,2.0,EACH
347,7,0059,312300,Sanitary Sewer Wet Well Removal,1.0,EACH
348,7,0060,L-108,"No. 8 AWG, 5 kV, L-824, Type C Cable Installed in Trench, Duct Bank or Conduit",14265.0,LF
349,7,0061,L-108,"No. 6 AWG, Solid, Bare Counterpoise Wire",4000.0,LF
350,7,0062,L-108,"Counterpoise Ground Rod, 10-Foot Long",13.0,EACH
351,7,0063,L-110,2-Inch PVC,3680.0,LF
352,7,0064,L-110,2-Inch GRSC,45.0,LF
353,7,0065,L-110,1 1/2-Inch GRSC,80.0,LF
354,7,0066,260500,General Electrical Removal,1.0,LS
355,7,0067,260500,Temporary Circuit Connection,1.0,LS
356,7,0068,344300,"Reinstall Elevated Taxiway Edge Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC",43.0,EACH
357,7,0069,344300,"Reinstall Elevated Taxiway Edge Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in Existing AC",6.0,EACH
358,7,0070,344300,"Reinstall LED Taxiway Centerline Light w/ PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC",13.0,EACH
359,7,0071,344300,"Install PF In-Pavement Taxiway Edge Light on PF Base Can, PF Extension, PF Flange Ring, and CF Transformer in New AC",3.0,EACH
360,7,0072,344300,Reinstall Taxiway Edge Light on Existing Base Can with Existing Isolation Transformer,28.0,EACH
361,7,0073,344300,Reinstall Taxiway Centerline Light on Existing Base Can w/ Existing Transformer in Existing AC,1.0,EACH
362,7,0074,344300,"Reinstall Taxiway Centerline Light on Existing Base Can w/ PF Extension, PF Flange Ring, and Existing Transformer in New AC",45.0,EACH
363,7,0075,344302,Sign V-2,1.0,LS
364,7,0076,344302,Sign V-4,1.0,LS
365,7,0077,344302,Sign V-6,1.0,LS
366,7,0078,344302,Sign A4-6,1.0,LS
367,7,0079,344302,Sign A4-7,1.0,LS
368,7,0080,344302,Sign A4-9,1.0,LS
369,7,0081,344302,Sign A5-3,1.0,LS
370,7,0082,344302,Sign A5-4,1.0,LS
371,7,0083,344302,Sign V-5,1.0,LS
372,7,0084,344302,Sign A4-13,1.0,LS
373,8,0001,012200,"Mobilization, Surveying, Cleanup, and Demobilization",1.0,LS
374,8,0002,012200,Sweeper,1.0,LS
375,8,0003,012200,Security Control Monitoring,1.0,LS
376,8,0004,012200,Work Zone and Traffic Control,1.0,LS
377,8,0005,012200,Escort,1.0,LS
378,8,0006,260500,General Electrical Removal,1.0,LS
379,8,0007,260500,Temporary Circuit Connection,1.0,LS
380,8,0008,260526,Ground Rod for Counterpoise,2.0,EACH
381,8,0009,260553,3-Inch Diameter Brass Marker,1.0,EACH
382,8,0010,344300,Install PF Elevated Runway End Light with CF Transformer on Existing Light Base,16.0,EACH
383,8,0011,344300,Install PF Elevated Runway Edge Light with CF Transformer on Existing Light Base,79.0,EACH
384,8,0012,344300,Install PF In-Pavement Runway Edge Light with CF Transformer on Existing Light Base,17.0,EACH
385,8,0013,344300,Install PF Runway Centerline Light with CF Transformer on Existing Light Base,195.0,EACH
386,8,0014,344300,Install PF In-Pavement Runway Threshold Light with CF Transformer on Existing Light Base,16.0,EACH
387,8,0015,344300,Install PF Taxiway Centerline Light with PF Remote and CF Transformer on Existing Light Base,143.0,EACH
388,8,0016,344300,Install PF Red Elevated Stop Bar Light with PF Remote and CF Transformer on Existing Light Base,14.0,EACH
389,8,0017,344300,Install PF Dual Stop Bar Light with PF Remote and CF Transformer on Existing Light Base,93.0,EACH
390,8,0018,344300,Install PF In-Pavement Runway Guard Light with CF Transformer on Existing Light Base,39.0,EACH
391,8,0019,344300,Install PF Red Elevated Stop Bar Light with CF Transformer on Existing Light Base,40.0,EACH
392,8,0020,344300,Install PF Elevated Runway Guard Light with CF Transformer on Existing Light Base,34.0,EACH
393,8,0021,344300,Install PF Dual Stop Bar Light with Two CF Transformers on Existing Light Base,108.0,EACH
394,8,0022,344300,Install PF Taxiway Centerline Light with CF Transformer on Existing Light Base,258.0,EACH
395,8,0023,344300,Install PF Elevated Taxiway Edge Light with CF Transformer on Existing Light Base,599.0,EACH
396,8,0024,344300,Install PF Taxiway Centerline Light on Existing Light Base,80.0,EACH
397,8,0025,344300,Install PF Dual Stop Bar Light on Existing Light Base,91.0,EACH
398,8,0026,344300,Install PF In-Pavement Runway Guard Light on Existing Light Base,14.0,EACH
399,8,0027,344300,Install PF In-Pavement Red Stop Bar Light with PF Remote and CF Transformer on Existing Light Base,10.0,EACH
400,8,0028,344300,"Install CF 150-Watt, 6.6/6.6 Amp Isolation Transformer in Existing Base Can",91.0,EACH
401,8,0029,344300,Install PF Microwave Sensor with CF Transformer in Existing Base Can,14.0,EACH
402,8,0030,344300,Install PF Cover Plate on Existing Base Can,1.0,EACH
403,8,0031,L-108,"#6 AWG, 5kV Cable",55000.0,LF
404,8,0032,L-110,2-inch PVC Direct Buried in Grass,150.0,LF
405,8,0033,L-110,2-inch PVC in Existing ACP Shoulder,10.0,LF
406,9,0001,,"Mobilization, Surveying, Cleanup, and Demobilization",1.0,LS
407,9,0002,,"Temporary Erosion, Sediment, and Pollution Control",1.0,LS
408,9,0003,,Temporary Traffic Control,1.0,LS
409,9,0004,,Site Demolition,1.0,LS
410,9,0005,,Contaminated Soil Excavation and Placement,26.0,CY
411,9,0006,,"Fill Material, Topsoil",105.0,CY
412,9,0007,,Compacted Bedding Material,181.0,CY
413,9,0008,,2-Inch Water Pipe,111.0,LF
414,9,0009,,4-Inch Water Pipe,1277.0,LF
415,9,0010,,6-Inch Water Pipe,6077.0,LF
416,9,0011,,2-Inch Gate Valve,1.0,EACH
417,9,0012,,4-Inch Gate Valve,2.0,EACH
418,9,0013,,6-Inch Gate Valve,5.0,EACH
419,9,0014,,Remove and Reinstall Catch Basin,1.0,EACH
420,9,0015,,Aggregate Base Course,608.0,TON
421,9,0016,,Pavement Markings,1.0,LS
422,9,0017,,Remove and Reinstall Chain Link Fence,81.0,LF
